,,Depth (cm),,,,,,,,,,,,,,,,,
,Gemmata obscuriglobus,32,0,986,1343,264,462,626,272,92,2272,1097,771,432,728,737,804,414,1212
,unclassified Gemmata,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Gemmata sp. Wa1-1,0,0,6,6,0,0,0,0,0,22,0,0,0,0,0,0,0,6
,Isosphaeraceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Isosphaera,6,0,26,43,8,14,16,11,5,94,27,25,17,17,24,33,17,41
,Isosphaera pallida,17,0,790,1001,170,317,407,148,39,1567,797,563,329,476,487,602,315,922
,Paludisphaera,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Paludisphaera borealis,89,0,1512,2276,367,718,930,362,104,4065,1726,1175,595,994,1187,1329,666,2046
,Singulisphaera,0,0,1,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0
,Singulisphaera acidiphila,32,0,988,1343,190,372,440,254,69,2004,901,533,319,647,523,684,413,1262
,Planctomycetaceae,28,15,592,794,119,271,188,110,46,1370,643,358,225,513,439,518,272,877
,Blastopirellula,0,0,1,0,0,1,0,0,5,1,4,2,1,2,0,3,1,3
,Blastopirellula marina,0,0,38,42,8,24,9,8,0,73,61,28,9,54,32,43,23,111
,"environmental samples <planctomycetes,genus Blastopirellula>",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,uncultured Blastopirellula sp.,0,0,0,7,0,0,0,0,0,6,0,0,0,0,0,0,0,6
,Bythopirellula,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Bythopirellula goksoyri,0,0,360,567,86,161,117,76,20,939,321,180,94,219,263,316,145,580
,"environmental samples <planctomycetes,family Planctomycetaceae>",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,uncultured Planctomycetaceae bacterium,0,0,16,34,0,10,0,0,0,85,23,9,11,15,15,19,10,29
,Gimesia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Gimesia maris,10,0,221,376,34,91,93,53,21,428,255,140,76,239,153,220,133,483
,Pirellula,0,0,1,4,2,8,2,0,0,2,12,5,3,9,3,5,5,2
,"environmental samples <planctomycetes,genus Pirellula>",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,uncultured Pirellula sp.,0,0,0,6,0,0,0,0,0,24,0,0,0,0,0,0,0,6
,Pirellula staleyi,8,0,301,431,52,136,113,55,9,1081,327,174,88,191,232,237,141,383
,unclassified Pirellula,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Pirellula sp. CS158,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Planctomyces,13,0,24,44,7,14,6,11,1,84,19,8,11,19,16,20,7,32
,"environmental samples <planctomycetes,genus Planctomyces>",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,uncultured Planctomyces sp.,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5
,Planctopirus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Planctopirus limnophila,0,0,159,313,22,106,63,43,12,428,240,176,65,216,182,216,88,340
,Rhodopirellula,0,0,5,5,3,5,3,0,5,16,6,2,6,6,7,6,6,7
,Rhodopirellula baltica,0,0,173,214,35,68,81,38,0,358,152,67,31,99,87,116,57,185
,Roseimaritima,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Roseimaritima ulvae,14,0,651,930,114,172,184,89,26,1291,466,272,145,330,291,405,211,667
,Rubinisphaera,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Rubinisphaera brasiliensis,0,0,350,521,78,156,142,54,13,811,384,172,141,288,201,246,151,466
,Thermogutta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Thermogutta terrifontis,12,0,508,774,95,216,168,111,40,1572,555,297,199,330,348,448,237,833
,unclassified Planctomycetaceae,0,0,10,19,11,19,5,4,0,17,24,20,15,5,14,8,10,23
,planctomycete str. 139,0,0,0,0,0,0,0,0,0,14,9,0,5,11,0,8,8,13
,planctomycete str. 140,0,0,10,8,0,0,0,0,0,8,0,0,0,6,0,0,0,0
,planctomycete str. 449,0,0,0,6,0,0,0,0,0,9,0,0,0,6,0,0,0,0
,planctomycete str. 639,0,0,9,16,0,0,0,5,0,8,0,9,0,8,13,12,7,31
,planctomycete str. 658,0,0,8,19,0,10,6,0,0,24,5,0,5,0,0,6,0,8
,planctomycete str. 670,0,0,10,16,0,6,6,0,0,64,24,5,0,16,10,16,18,30
,unclassified Planctomycetes,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
,Verrucomicrobia,8,7,9,22,10,6,2,7,4,31,15,6,5,18,6,13,14,17
,"environmental samples <verrucomicrobia,phylum Verrucomicrobia>",0,0,3,5,1,10,4,0,0,5,13,2,0,7,7,6,5,8
,uncultured Verrucomicrobia bacterium,0,0,40,74,10,8,16,6,0,58,42,32,11,36,14,24,22,49
,uncultured verrucomicrobium HF0070_15G23,0,0,6,8,0,0,0,0,0,9,0,0,0,0,0,0,0,0
,uncultured verrucomicrobium HF0070_35E03,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Methylacidiphilae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Methylacidiphilales,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Methylacidiphilaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Methylacidiphilum,1,0,43,73,8,21,9,7,4,30,27,10,14,19,18,15,10,50
,Methylacidiphilum fumariolicum,5,0,109,166,17,24,45,45,16,37,63,28,30,57,33,34,33,114
,Methylacidiphilum infernorum,0,0,53,132,8,16,14,7,0,43,51,20,26,51,32,31,54,192
,Methylacidiphilum kamchatkense,0,0,18,12,0,0,0,7,0,13,7,0,0,6,0,9,10,55
,Opitutae,4,0,1,0,1,0,0,2,1,2,0,0,0,1,0,1,0,0
,Opitutales,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
,Opitutaceae,9,0,10,6,1,6,2,2,0,25,16,11,4,6,11,22,7,27
,Opitutus,1,0,10,18,0,0,0,0,0,8,12,3,2,8,3,6,1,10
,Opitutus terrae,21,0,559,782,115,232,326,121,38,1035,525,400,233,371,327,368,193,601
,unclassified Opitutaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Opitutaceae bacterium TAV5,7,0,515,728,120,237,229,135,38,963,546,435,249,415,433,548,224,787
,Puniceicoccales,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Puniceicoccaceae,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
,Coraliomargarita,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Coraliomargarita akajimensis,0,0,54,114,7,32,27,11,6,155,106,39,26,77,51,72,63,170
,unclassified Verrucomicrobia,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0
,unclassified Verrucomicrobia (miscellaneous),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Verrucomicrobia bacterium YJF2-48,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0
,Verrucomicrobiae,0,0,3,0,0,2,0,0,0,1,0,0,1,1,0,1,0,0
,Verrucomicrobiales,2,0,12,20,5,6,2,1,0,5,14,14,6,12,5,6,3,9
,Akkermansiaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Akkermansia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Akkermansia muciniphila,8,0,259,498,49,81,74,38,10,284,192,135,58,171,98,157,88,268
,"environmental samples <verrucomicrobia,genus Akkermansia>",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,uncultured Akkermansia sp.,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0
,"environmental samples <verrucomicrobia,order Verrucomicrobiales>",0,0,0,0,0,0,0,0,0,3,5,0,0,3,0,5,0,1
,uncultured Verrucomicrobiales bacterium HF0200_39L05,0,0,0,0,0,0,6,0,0,12,0,0,0,5,0,0,0,9
,Verrucomicrobia subdivision 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Pedosphaera,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Pedosphaera parvula,0,0,0,7,0,0,0,0,0,9,0,0,0,0,0,6,0,8
,Verrucomicrobiaceae,0,0,7,3,0,2,0,0,0,6,14,2,2,7,5,4,0,7
,Prosthecobacter,0,0,0,0,0,0,0,0,0,6,0,0,0,5,0,5,5,19
,Spirochaetes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,"environmental samples <bacteria,phylum Spirochaetes>",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,uncultured Spirochaetes bacterium,9,0,360,517,39,55,54,16,0,145,148,53,34,104,49,56,67,147
,Spirochaetia,5,1,136,173,20,16,26,13,2,62,64,34,29,59,24,33,32,74
,Brachyspirales,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Brachyspiraceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Brachyspira,9,0,65,94,10,25,15,17,16,40,47,36,28,68,34,60,31,139
,Brachyspira hampsonii,0,0,54,114,21,25,15,10,0,32,41,8,14,32,9,25,25,87
,Brachyspira hyodysenteriae,0,0,11,23,0,6,0,0,0,14,24,6,5,15,17,24,11,91
,Brachyspira intermedia,0,0,10,17,0,0,7,6,0,14,7,5,0,17,8,20,10,29
,Brachyspira murdochii,0,0,26,22,11,15,9,7,0,16,25,17,6,28,7,26,15,86
,Brachyspira pilosicoli,0,0,75,113,16,37,31,20,12,27,72,27,15,63,35,49,55,182
,Leptospirales,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Leptospiraceae,4,0,2,5,7,0,0,0,1,4,1,0,0,4,0,1,4,1
,Leptospira,1,0,92,106,16,33,20,19,15,66,70,43,19,51,38,52,33,82
,Leptospira biflexa,0,0,31,61,5,22,9,7,0,27,29,5,7,22,7,7,11,30
,Leptospira borgpetersenii,0,0,34,64,6,14,0,7,0,21,29,10,6,26,7,9,23,67
,Leptospira interrogans,0,0,36,41,6,5,5,0,0,110,23,13,8,29,11,36,27,134
,Leptospira kmetyi,0,0,45,53,6,11,12,0,0,39,39,13,17,21,20,9,8,66
,Leptospira santarosai,7,0,28,69,6,9,14,0,0,59,35,23,11,17,5,15,12,41
,Leptospira weilii,0,0,5,46,6,0,5,0,0,11,0,6,0,11,0,12,11,37
,unclassified Leptospira,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Leptospira sp. GIMC2001:Bairam-Ali,0,0,15,24,0,0,0,0,0,9,0,0,0,11,0,0,8,18
,Turneriella,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0
,"environmental samples <bacteria,genus Turneriella>",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,uncultured Turneriella sp.,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Turneriella parva,0,0,122,163,18,38,26,12,0,104,87,55,51,70,50,85,35,130
,Spirochaetales,8,1,69,80,10,10,8,16,13,16,20,11,10,25,5,10,15,30
,Borreliaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Borrelia,6,0,79,113,28,36,22,18,4,82,88,64,38,87,41,62,61,146
,Borrelia anserina,0,0,10,13,0,0,0,0,0,0,11,0,0,8,0,0,0,13
,Borrelia coriaceae,0,0,48,64,13,24,12,6,0,19,19,6,6,22,6,8,0,26
,Borrelia crocidurae,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Borrelia hermsii,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,5,0,17
,Borrelia miyamotoi,0,0,27,24,0,5,0,10,0,36,28,0,0,10,7,18,0,28
,Borrelia parkeri,0,0,6,6,0,0,0,0,0,0,0,0,0,6,6,12,0,25
,Borrelia turcica,0,0,6,11,0,0,0,0,0,5,0,0,0,5,0,10,0,10
,Borrelia turicatae,0,0,0,7,0,0,0,0,0,0,10,0,0,0,0,0,0,0
,"environmental samples <spirochetes,genus Borrelia>",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,uncultured Borrelia sp.,0,0,12,29,0,0,0,0,0,13,0,0,0,8,5,5,0,9
,Borreliella,0,0,41,38,8,27,12,13,11,34,40,26,8,30,26,23,23,77
,Borreliella afzelii,0,0,0,5,0,0,0,0,0,0,5,0,0,10,0,0,5,8
,Borreliella bavariensis,0,0,8,32,19,11,7,6,0,0,11,0,0,5,0,6,0,7
,Borreliella bissettii,0,0,0,5,0,0,0,0,0,8,0,0,0,0,0,0,0,5
,Borreliella burgdorferi,0,0,18,52,5,20,0,0,0,17,12,0,0,18,13,9,6,49
,Borreliella chilensis,0,0,0,5,0,0,0,0,0,8,0,0,0,0,0,5,0,12
,Borreliella garinii,0,0,8,28,6,10,0,0,0,0,0,0,0,0,0,0,0,0
,Borreliella genomosp. 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,15,0,34
,Borreliella valaisiana,0,0,8,17,0,0,0,0,0,19,30,5,6,13,5,15,7,41
,"environmental samples <spirochetes,order Spirochaetales>",0,0,6,13,0,0,6,0,0,4,5,2,4,8,0,8,3,17
,uncultured Spirochaetales bacterium,0,0,13,19,0,0,0,0,0,0,0,0,0,11,0,0,5,5
,uncultured spirochete,0,0,99,103,9,0,0,0,0,44,34,26,26,59,16,26,31,59
,Spirochaetaceae,22,7,581,710,91,57,109,34,20,236,222,131,81,278,81,151,143,296
,"environmental samples <spirochetes,family Spirochaetaceae>",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,uncultured Spirochaetaceae bacterium,0,0,9,11,0,0,0,0,0,0,7,5,7,7,0,0,0,19
,Oceanispirochaeta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Oceanispirochaeta litoralis,0,0,14,18,0,0,0,0,0,5,0,0,0,0,0,0,0,0
,Salinispira,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Salinispira pacifica,0,0,252,345,38,40,99,55,9,164,133,84,57,134,50,93,70,265
,Sediminispirochaeta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Sediminispirochaeta smaragdinae,9,0,384,611,61,81,83,25,22,175,167,104,78,195,87,129,122,360
,Sphaerochaeta,3,0,31,36,9,17,3,15,3,15,15,10,9,23,5,11,18,45
,"environmental samples <spirochetes,genus Sphaerochaeta>",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,uncultured Sphaerochaeta sp.,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,5,0
,Sphaerochaeta coccoides,0,0,135,233,27,37,29,18,0,127,96,46,27,96,47,72,60,193
,Sphaerochaeta globosa,5,0,97,163,10,40,26,18,5,116,99,60,29,91,72,113,46,178
,Sphaerochaeta pleomorpha,0,0,74,155,14,22,18,0,0,52,55,26,17,41,21,29,14,90
,unclassified Sphaerochaeta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Sphaerochaeta sp. DSM 26296,0,0,5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Spirochaeta,12,0,70,107,11,12,11,12,3,34,45,24,15,36,19,23,18,37
,Spirochaeta africana,0,0,349,486,54,100,113,42,13,219,186,141,88,209,68,135,67,290
,Spirochaeta aurantia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
,Spirochaeta thermophila,39,0,1405,1940,236,243,477,140,48,788,651,465,315,595,288,381,320,726
,unclassified Spirochaeta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,"environmental samples <spirochetes,unclassified Spirochaeta>",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,uncultured Spirochaeta sp.,0,0,35,83,10,6,12,0,0,22,9,8,7,24,7,7,15,29
,Treponema,22,0,109,171,36,59,37,23,21,74,64,53,25,57,33,43,35,66
,"environmental samples <spirochetes,genus Treponema>",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,uncultured Treponema sp.,0,0,8,22,0,0,0,0,0,0,0,0,0,0,0,0,0,10
,Treponema azotonutricium,0,0,226,333,30,47,62,12,0,148,133,72,62,146,75,101,89,272
,Treponema brennaborense,0,0,77,122,15,30,39,14,13,70,60,32,33,72,37,71,61,277
,Treponema caldarium,5,0,259,343,45,49,76,55,16,112,114,83,53,103,65,107,48,194
,Treponema denticola,0,0,44,104,16,11,5,0,0,29,29,0,5,38,12,24,15,70
,Treponema pallidum,0,0,147,139,26,30,34,20,0,62,81,38,22,52,33,44,60,220
,Treponema paraluiscuniculi,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Treponema pedis,0,0,31,37,0,7,0,0,0,16,5,0,6,11,5,9,8,80
,Treponema primitia,7,0,270,353,48,90,70,31,13,196,141,92,68,137,77,94,87,232
,Treponema putidum,0,0,30,73,5,6,14,9,0,18,39,12,6,23,22,25,30,89
,Treponema succinifaciens,0,0,51,97,27,21,27,21,9,82,67,28,21,75,45,67,27,177
,unclassified Treponema,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Treponema sp.,0,0,10,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Treponema sp. OMZ 838,0,0,75,144,8,36,30,11,0,69,71,35,10,62,20,33,32,102
,Synergistetes,1,0,0,1,0,1,1,0,0,1,1,0,1,1,1,1,0,3
,"environmental samples <bacteria,phylum Synergistetes>",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,uncultured Synergistetes bacterium,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Synergistia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Synergistales,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Synergistaceae,8,0,102,195,24,31,21,41,26,75,88,53,30,91,42,56,59,190
,Acetomicrobium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Acetomicrobium mobile,5,0,107,211,21,57,38,24,7,117,133,62,44,115,48,82,63,209
,Aminobacterium,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
,Aminobacterium colombiense,0,0,56,95,9,17,29,19,10,44,51,34,20,49,21,37,22,103
,Cloacibacillus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Cloacibacillus porcorum,10,0,183,324,34,73,74,26,6,142,148,95,58,109,84,119,45,193
,"environmental samples <bacteria,family Synergistaceae>",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,uncultured Synergistaceae bacterium,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0
,Fretibacterium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Fretibacterium fastidiosum,7,0,273,416,57,76,134,48,15,388,187,161,82,137,108,136,91,240
,Pyramidobacter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Pyramidobacter piscolens,0,0,0,7,0,0,0,0,0,5,0,0,0,0,6,0,0,8
,Thermanaerovibrio,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
,Thermanaerovibrio acidaminovorans,12,0,377,795,95,146,160,52,22,376,265,213,120,205,156,212,120,353
,Thermovirga,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
,Thermovirga lienii,0,0,76,174,18,41,42,19,0,66,102,42,14,71,72,118,74,330
,Terrabacteria group,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Actinobacteria <actinobacteria>,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,3,0
,Acidimicrobiia,0,0,2,5,0,0,1,0,0,2,0,0,0,0,0,0,0,0
,Acidimicrobiales,0,0,3,6,0,0,0,0,0,4,1,1,0,3,2,0,2,3
,Acidimicrobiaceae,4,0,5,5,3,3,2,1,5,6,11,3,2,10,0,6,13,5
,Acidimicrobium,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
,Acidimicrobium ferrooxidans,0,0,86,166,20,52,33,13,0,166,125,62,62,91,75,86,47,164
,Acidithiomicrobium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
,Ilumatobacteraceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Ilumatobacter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Ilumatobacter coccineus,8,0,125,164,15,44,85,20,0,257,237,115,74,236,78,106,84,195
,Actinobacteria,86,9,1113,1662,249,476,635,259,110,1568,995,726,427,739,588,709,464,1192
,Acidothermales,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Acidothermaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
,Acidothermus,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
,Acidothermus cellulolyticus,8,0,103,172,34,44,48,23,8,98,72,44,42,69,39,42,42,113
,Actinobacteria incertae sedis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Thermobispora,0,0,0,4,2,2,0,2,0,3,4,3,0,4,4,4,3,2
,"environmental samples <high GC Gram+,genus Thermobispora>",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,uncultured Thermobispora sp.,0,0,6,0,0,0,6,0,0,0,0,0,7,0,0,0,0,16
,Thermobispora bispora,13,0,191,338,50,104,107,45,17,337,171,143,83,143,145,153,89,273
,Actinomycetales,817,85,9784,14745,2527,4059,6262,2330,833,18101,11185,7920,4270,7072,5786,6811,4258,11437
,Actinomycetaceae,4,0,18,27,8,16,15,12,9,23,15,16,10,23,9,19,22,38
,Actinobaculum,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
,Actinomyces,68,46,200,270,74,87,121,74,50,251,211,134,68,161,117,163,94,247
,Actinomyces hongkongensis,5,0,86,125,23,34,24,11,0,98,48,41,12,31,40,43,20,56
,Actinomyces howellii,0,0,81,114,21,38,47,21,6,132,94,68,34,63,51,52,38,95
,Actinomyces israelii,0,0,41,62,10,13,17,5,0,40,35,12,12,23,22,18,18,38
,Actinomyces naeslundii,0,0,11,17,0,0,7,0,0,11,0,0,0,7,0,5,6,9
,Actinomyces oris,0,0,17,17,6,0,6,0,0,24,12,5,7,0,6,0,0,11
,Actinomyces radicidentis,0,0,100,139,20,50,63,29,0,140,103,72,40,82,55,70,34,136
,Actinomyces slackii,0,0,112,170,28,39,65,18,6,116,75,73,31,66,48,62,32,100
,Actinomyces viscosus,0,0,68,100,17,29,38,10,5,73,44,51,25,32,15,30,20,64
,"environmental samples <high GC Gram+,genus Actinomyces>",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,uncultured Actinomyces sp.,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0
,unclassified Actinomyces,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Actinomyces sp. oral taxon 171,0,0,18,68,9,13,12,0,0,55,22,32,6,16,13,15,7,36
,Actinomyces sp. oral taxon 414,16,0,84,153,29,57,88,19,8,174,109,87,62,60,59,71,43,124
,Actinomyces sp. oral taxon 848,0,0,50,102,8,29,29,9,0,53,43,29,24,33,21,31,16,59
,Actinotignum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Actinotignum schaalii,0,0,62,80,10,13,18,5,0,51,50,29,10,33,24,40,20,57
,Arcanobacterium,0,0,2,4,2,3,5,3,0,2,3,9,4,2,1,0,0,5
,Arcanobacterium haemolyticum,0,0,8,19,0,0,0,0,0,15,8,0,0,9,6,13,7,21
,Arcanobacterium phocae,0,0,7,10,0,0,0,0,0,13,11,0,0,8,10,13,6,35
,Flaviflexus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Flaviflexus salsibiostraticola,0,0,52,68,10,15,17,5,0,79,47,26,17,31,43,25,15,60
,Mobiluncus,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
,Mobiluncus curtisii,0,0,31,21,0,6,9,5,0,22,22,6,5,18,10,17,14,39
,Schaalia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Schaalia cardiffensis,0,0,34,74,15,9,14,0,0,43,42,22,22,23,18,10,16,42
,Schaalia meyeri,0,0,46,65,0,9,14,0,0,33,29,17,6,11,9,11,15,23
,Schaalia odontolytica,11,23,55,62,16,24,28,5,0,98,50,45,30,45,38,79,37,79
,Schaalia radingae,0,0,24,40,0,5,0,0,0,39,31,16,11,38,6,14,11,50
,Trueperella,0,0,7,2,3,2,1,2,2,2,1,0,0,5,8,2,0,7
,Trueperella bernardiae,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Trueperella bialowiezensis,0,0,19,28,0,5,12,0,0,35,21,16,11,12,11,8,9,12
,Trueperella pyogenes,5,0,66,138,20,51,46,16,6,117,84,39,28,67,28,50,32,131
,"environmental samples <high GC Gram+,order Actinomycetales>",0,0,0,5,0,0,0,0,0,0,6,0,0,0,0,1,2,4
,uncultured Actinomycetales bacterium,0,0,0,0,0,0,0,0,0,9,0,0,0,0,5,0,0,0
,uncultured actinomycete,0,0,0,0,0,0,0,0,0,6,9,0,10,7,21,22,6,29
,Actinopolysporales,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Actinopolysporaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Actinopolyspora,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,11
,Actinopolyspora erythraea,0,0,170,230,33,49,71,12,12,175,88,107,44,89,77,104,53,145
,Bifidobacteriales,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Bifidobacteriaceae,7,0,8,28,10,8,32,13,10,17,32,17,8,36,30,45,22,126
,Bifidobacterium,85,5,249,328,76,102,145,101,78,235,174,127,83,140,117,160,118,329
,Bifidobacterium actinocoloniiforme,0,0,31,39,0,19,13,0,0,57,37,23,14,30,23,22,19,49
,Bifidobacterium adolescentis,0,0,29,44,11,25,17,11,0,76,62,32,12,44,16,33,31,77
,Bifidobacterium aesculapii,0,0,0,0,0,5,6,0,0,0,0,0,0,0,0,0,0,0
,Bifidobacterium angulatum,0,0,74,67,0,14,10,8,0,47,50,33,8,24,13,20,19,49
,Bifidobacterium animalis,0,0,66,93,10,23,23,10,0,80,67,36,31,50,45,91,31,99
,Bifidobacterium asteroides,0,0,89,140,10,38,28,11,7,77,81,38,22,40,31,32,25,72
,Bifidobacterium bifidum,0,0,80,93,15,24,46,12,0,99,62,40,32,61,45,52,34,89
,Bifidobacterium breve,0,0,96,115,26,19,30,9,0,91,57,26,21,41,20,51,28,60
,Bifidobacterium catenulatum,0,0,47,56,0,15,12,0,0,41,24,15,8,20,10,14,8,42
,Bifidobacterium choerinum,0,0,60,80,14,31,28,0,0,75,65,35,21,35,23,40,22,93
,Bifidobacterium coryneforme,0,0,5,12,0,9,8,0,0,33,14,11,9,23,21,30,25,24
,Bifidobacterium dentium,0,0,20,28,5,0,6,0,0,16,15,9,6,0,8,7,6,21
,Bifidobacterium gallinarum,0,0,51,96,18,23,44,14,5,77,47,22,14,27,31,37,21,46
,Bifidobacterium indicum,0,0,0,0,0,0,0,0,0,10,0,0,0,7,0,5,0,0
