,,Depth (cm),,,,,,,,,,,,,
,Stella vacuolata,213,171,154,62,49,86,99,85,303,175,65,91,99,86
,Swingsia,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Swingsia samuiensis,14,7,0,0,0,0,0,0,5,0,5,0,0,0
,unclassified Acetobacteraceae,0,0,0,0,0,0,0,0,1,0,1,0,0,0
,"environmental samples <a-proteobacteria,order Rhodospirillales>",0,0,0,0,0,0,0,0,0,0,0,0,0,0
,uncultured Rhodospirillales bacterium HF4000_24M03,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Rhodospirillaceae,110,80,84,34,27,30,54,63,156,88,43,61,55,46
,Azospirillum,473,401,341,140,106,139,240,202,770,350,176,270,244,202
,Azospirillum brasilense,274,258,178,57,55,73,173,105,427,224,110,142,114,107
,Azospirillum humicireducens,46,22,28,13,7,17,44,15,52,26,48,26,25,27
,Azospirillum lipoferum,139,115,107,35,26,45,78,40,207,101,55,78,71,50
,Azospirillum ramasamyi,48,57,30,10,7,17,27,15,72,41,20,31,25,20
,Azospirillum thiophilum,81,68,60,13,8,23,44,35,142,53,31,47,36,24
,"environmental samples <a-proteobacteria,genus Azospirillum>",0,0,0,0,0,0,0,0,0,0,0,0,0,0
,uncultured Azospirillum sp.,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,unclassified Azospirillum,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Azospirillum sp. TSA2s,63,70,44,24,7,16,55,13,87,45,21,40,34,30
,Azospirillum sp. TSH100,56,36,40,16,14,16,55,33,99,51,44,33,23,29
,Azospirillum sp. TSH58,48,34,25,6,6,6,18,13,42,27,19,9,13,15
,Candidatus Endolissoclinum,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Candidatus Endolissoclinum faulkneri,10,13,0,0,0,0,6,0,5,0,5,0,0,8
,Defluviicoccus,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,"environmental samples <a-proteobacteria,genus Defluviicoccus>",0,0,0,0,0,0,0,0,0,0,0,0,0,0
,uncultured Defluviicoccus sp.,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,"environmental samples <a-proteobacteria,family Rhodospirillaceae>",0,0,0,0,0,0,0,0,0,0,0,0,0,0
,uncultured Rhodospirillaceae bacterium,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Haematospirillum,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Haematospirillum jordaniae,8,6,0,0,0,0,12,0,7,5,0,0,0,0
,Magnetospira,0,0,0,0,0,0,0,0,3,0,0,1,0,0
,unclassified Magnetospira,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Magnetospira sp. QH-2,55,36,37,20,21,16,37,17,88,48,29,33,35,26
,Magnetospirillum,12,13,16,1,7,3,3,7,25,9,3,15,8,8
,Magnetospirillum gryphiswaldense,123,99,75,29,21,35,73,40,175,86,65,57,49,49
,Magnetospirillum magneticum,117,85,78,42,23,40,107,42,160,85,73,66,62,55
,unclassified Magnetospirillum,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Magnetospirillum sp. pMbN1,5,0,0,0,0,0,0,0,0,0,0,0,0,0
,Magnetospirillum sp. TS-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Nitrospirillum,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Nitrospirillum amazonense,136,117,89,42,35,34,91,58,205,92,82,50,59,52
,Niveispirillum,0,0,0,0,0,0,0,2,0,0,0,0,0,0
,Niveispirillum cyanobacteriorum,62,62,42,18,6,5,54,26,84,42,28,46,31,31
,Pararhodospirillum,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Pararhodospirillum photometricum,46,39,43,6,7,12,38,23,92,24,37,37,30,21
,Rhodospirillum,4,3,3,3,9,3,1,4,3,5,0,2,3,0
,Rhodospirillum centenum,152,103,77,26,26,34,94,41,173,75,61,75,64,53
,Rhodospirillum rubrum,88,61,58,16,14,20,40,46,136,52,35,57,42,34
,Thalassospira,1,0,5,0,0,0,0,0,2,1,0,0,0,1
,Thalassospira xiamenensis,27,17,8,0,0,0,28,0,40,19,14,15,5,13
,Tistrella,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Tistrella mobilis,102,84,105,34,34,34,73,45,181,80,41,73,52,47
,Rickettsiales,15,13,13,0,14,8,3,13,12,16,2,13,11,8
,Anaplasmataceae,6,11,1,4,1,5,0,3,7,10,8,12,20,13
,Anaplasma,11,13,7,8,6,0,4,0,14,0,5,0,0,0
,"environmental samples <a-proteobacteria,genus Anaplasma>",0,0,0,0,0,0,0,0,0,0,0,0,0,0
,uncultured Anaplasma sp.,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,phagocytophilum group,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Anaplasma phagocytophilum,0,0,0,0,0,0,5,0,0,0,0,0,0,0
,Ehrlichia,2,0,5,0,0,0,0,0,7,0,5,0,0,0
,canis group,2,0,0,0,0,0,9,0,5,0,0,13,0,0
,Ehrlichia canis,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Ehrlichia chaffeensis,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Ehrlichia ruminantium,5,0,0,0,0,0,8,0,0,0,0,0,0,0
,Neorickettsia,12,0,0,0,0,0,8,0,0,0,0,0,0,0
,Neorickettsia risticii,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Wolbachieae,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Wolbachia,32,18,11,0,0,0,17,5,15,12,0,0,0,12
,unclassified Wolbachia,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Wolbachia endosymbiont of Cimex lectularius,0,0,0,0,0,0,5,0,0,0,0,0,0,0
,Wolbachia endosymbiont of Culex quinquefasciatus,8,0,0,0,0,0,0,0,0,0,0,0,0,0
,Wolbachia endosymbiont of Folsomia candida,0,8,0,0,0,0,0,0,0,0,0,0,0,0
,Wolbachia endosymbiont of Simulium squamosum,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Wolbachia pipientis,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Candidatus Midichloriaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Candidatus Midichloria,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Candidatus Midichloria mitochondrii,0,26,0,0,0,0,5,0,0,0,0,0,0,0
,"environmental samples <a-proteobacteria,order Rickettsiales>",0,0,4,5,0,0,11,0,7,0,7,0,0,10
,uncultured Rickettsiales bacterium HF4000_[384]005I08,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,uncultured Rickettsiales bacterium HF4000_[384]009L19,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,uncultured Rickettsiales bacterium HF4000_[384]010I05,0,0,5,0,0,0,0,0,0,0,0,0,0,0
,Rickettsiaceae,0,0,1,0,1,0,0,0,0,0,0,0,0,0
,Rickettsieae,0,6,0,2,0,3,1,2,8,3,4,2,5,5
,Orientia,1,0,0,0,0,0,0,0,0,0,0,0,0,0
,Orientia tsutsugamushi,20,0,5,0,0,0,6,0,0,5,0,8,0,0
,Rickettsia,114,72,62,28,9,12,94,17,262,37,62,26,33,53
,belli group,0,0,0,1,0,0,2,0,1,0,2,1,5,0
,Rickettsia bellii,8,10,0,8,0,0,11,0,101,0,8,5,0,0
,spotted fever group,194,99,86,27,22,21,151,42,115,67,102,56,67,103
,Rickettsia amblyommatis,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Rickettsia asiatica,0,0,0,0,0,0,9,0,0,0,0,0,0,0
,Rickettsia australis,0,0,0,0,0,0,8,0,0,0,0,0,0,0
,Rickettsia felis,16,14,0,0,0,0,10,0,6,6,10,0,5,0
,Rickettsia japonica,32,8,8,0,0,0,33,0,0,0,23,0,5,7
,Rickettsia massiliae,0,6,0,0,0,0,0,0,5,0,0,0,0,0
,Rickettsia monacensis,0,0,5,0,0,0,6,0,0,0,0,0,0,0
,Rickettsia montanensis,0,0,0,0,0,0,5,0,0,0,0,0,0,0
,Rickettsia philipii,0,0,0,0,0,0,10,0,0,0,15,0,0,0
,Rickettsia raoultii,0,0,0,0,0,0,0,0,12,0,0,0,0,0
,Rickettsia rickettsii,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,typhus group,6,6,0,0,0,0,0,6,2,0,0,0,0,5
,Rickettsia prowazekii,0,0,0,0,0,0,0,0,12,0,0,0,0,0
,Rickettsia typhi,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,unclassified Rickettsia,0,0,5,0,0,0,0,0,4,0,0,0,0,6
,Rickettsia endosymbiont of Bemisia tabaci,0,0,0,0,0,0,0,0,82,0,0,0,0,0
,Rickettsiales genera incertae sedis,2,9,0,0,0,0,0,4,5,8,5,5,8,6
,unclassified Rickettsiales,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Rickettsiales bacterium Ac37b,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Sphingomonadales,156,138,108,43,38,38,97,74,209,114,54,93,91,66
,Erythrobacteraceae,10,6,14,2,6,3,4,9,23,6,9,4,14,4
,Altererythrobacter,5,9,9,9,13,17,0,9,2,12,11,9,19,10
,Altererythrobacter atlanticus,38,29,14,0,0,6,11,10,51,8,0,17,0,15
,Altererythrobacter dongtanensis,38,25,19,10,6,0,21,5,64,28,15,15,16,15
,Altererythrobacter epoxidivorans,25,15,18,0,6,0,7,12,22,9,0,6,5,15
,Altererythrobacter ishigakiensis,6,6,5,0,0,0,8,0,14,0,0,0,0,0
,Altererythrobacter marensis,23,12,10,5,7,0,14,7,31,19,12,11,5,6
,Altererythrobacter namhicola,25,36,20,6,6,0,22,6,36,13,16,17,15,11
,Croceicoccus,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Croceicoccus marinus,19,20,15,11,5,6,17,9,54,18,8,16,14,18
,Croceicoccus naphthovorans,22,23,6,7,0,6,11,0,21,18,0,0,12,0
,Erythrobacter,2,5,7,5,4,15,3,4,10,10,0,2,7,6
,Erythrobacter flavus,23,31,26,11,6,0,15,12,62,29,13,30,8,16
,Erythrobacter gangjinensis,18,28,10,5,0,7,19,12,42,14,13,15,12,12
,Erythrobacter litoralis,63,55,53,18,10,14,43,33,95,33,23,44,34,34
,Erythrobacter seohaensis,14,22,5,0,7,0,9,11,34,0,9,11,12,0
,Porphyrobacter,0,0,0,0,0,0,0,0,0,0,0,0,0,1
,Porphyrobacter neustonensis,35,22,24,5,10,12,11,22,34,18,6,16,6,14
,Qipengyuania,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Qipengyuania sediminis,26,22,21,14,6,5,21,8,51,26,13,24,23,21
,Sphingomonadaceae,217,230,163,77,64,103,150,145,458,171,98,185,170,113
,Blastomonas,1,0,0,0,0,0,0,2,3,0,0,2,1,2
,Blastomonas fulva,41,23,22,8,12,0,24,19,51,19,13,17,24,21
,Novosphingobium,38,30,39,16,28,37,18,28,53,39,12,38,27,31
,"environmental samples <a-proteobacteria,genus Novosphingobium>",0,0,0,0,0,0,0,0,0,0,0,0,0,0
,uncultured Novosphingobium sp.,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Novosphingobium aromaticivorans,45,23,15,13,10,8,26,13,44,29,14,19,20,5
,Novosphingobium capsulatum,0,0,0,0,0,0,0,0,8,0,0,0,0,0
,Novosphingobium ginsenosidimutans,20,24,17,7,0,8,18,19,44,12,12,15,17,10
,Novosphingobium pentaromativorans,19,14,6,5,0,0,10,5,29,0,6,5,9,0
,Novosphingobium resinovorum,57,34,42,14,6,16,31,18,84,51,19,32,29,16
,Novosphingobium tardaugens,32,17,13,0,0,0,26,13,34,13,7,9,17,14
,unclassified Novosphingobium,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Novosphingobium sp. KA1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Novosphingobium sp. P6W,34,28,27,13,7,6,29,15,57,25,13,18,21,22
,Novosphingobium sp. PP1Y,22,20,10,0,0,0,11,9,27,13,18,0,13,0
,Novosphingobium sp. THN1,33,26,27,10,7,7,23,25,55,27,11,20,7,21
,Parasphingorhabdus,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Parasphingorhabdus flavimaris,23,17,12,5,6,0,24,9,50,28,14,20,14,21
,Sphingobium,107,99,90,19,48,45,70,74,125,91,57,74,56,81
,"environmental samples <a-proteobacteria,genus Sphingobium>",0,0,0,0,0,0,0,0,0,0,0,0,0,0
,uncultured Sphingobium sp.,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Sphingobium amiense,38,24,11,7,0,12,17,16,49,26,15,21,18,6
,Sphingobium baderi,18,25,20,5,6,5,14,14,20,7,8,9,16,5
,Sphingobium chlorophenolicum,8,29,8,7,0,8,17,0,25,15,11,15,0,0
,Sphingobium cloacae,27,29,18,7,10,14,22,13,43,25,18,22,20,25
,Sphingobium fuliginis,11,6,6,0,0,0,0,0,15,0,6,0,8,0
,Sphingobium herbicidovorans,22,20,0,5,8,0,22,5,20,10,18,12,15,18
,Sphingobium indicum,7,0,5,0,0,0,7,0,14,0,9,5,0,0
,Sphingobium japonicum,5,5,0,0,0,0,9,0,20,5,0,0,5,0
,Sphingobium yanoikuyae,70,60,44,20,17,28,64,38,118,60,54,56,45,56
,unclassified Sphingobium,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Sphingobium sp. MI1205,12,10,6,9,0,0,22,7,30,13,6,0,10,7
,Sphingobium sp. SYK-6,49,55,42,14,15,0,36,24,90,47,19,28,28,26
,Sphingobium sp. TKS,37,28,24,5,0,12,18,8,41,19,11,24,23,11
,Sphingobium sp. YBL2,8,0,0,5,0,0,0,0,6,0,0,7,0,5
,Sphingomonas,218,185,143,58,100,72,118,148,332,171,95,160,142,116
,Sphingomonas elodea,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Sphingomonas hengshuiensis,46,37,34,12,15,15,48,29,87,34,20,32,35,22
,Sphingomonas indica,122,66,34,19,18,10,46,34,74,40,35,48,28,34
,Sphingomonas koreensis,37,28,30,14,6,13,25,21,62,43,21,22,23,17
,Sphingomonas melonis,0,8,5,0,0,5,5,0,0,6,0,0,0,0
,Sphingomonas panacis,71,58,50,17,6,20,41,21,109,41,18,27,26,19
,Sphingomonas paucimobilis,33,22,16,7,0,9,23,12,46,17,12,17,14,17
,Sphingomonas sanxanigenens,63,64,56,14,10,27,36,44,110,48,20,39,42,36
,Sphingomonas taxi,52,48,43,15,6,8,33,26,84,37,19,34,31,27
,Sphingomonas wittichii,29,24,15,6,0,0,17,6,60,16,15,14,11,6
,unclassified Sphingomonas,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Sphingomonas sp. AAP5,45,44,42,13,0,17,23,18,102,34,8,40,38,35
,Sphingomonas sp. Cra20,53,39,30,8,9,21,38,17,122,36,29,49,26,24
,Sphingomonas sp. IC081,43,40,25,14,0,17,27,15,76,32,21,26,25,17
,Sphingomonas sp. KC8,25,27,19,9,14,5,20,21,58,21,21,26,13,27
,Sphingomonas sp. LK11,21,17,22,8,6,6,25,19,51,21,18,20,12,22
,Sphingomonas sp. MM-1,55,46,38,12,0,15,25,33,105,40,20,37,24,30
,Sphingomonas sp. NX-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Sphingopyxis,48,43,57,20,38,48,41,44,106,38,26,40,37,29
,"environmental samples <a-proteobacteria,genus Sphingopyxis>",0,0,0,0,0,0,0,0,0,0,0,0,0,0
,uncultured Sphingopyxis sp.,32,23,26,12,5,6,25,15,63,19,24,31,21,14
,Sphingopyxis alaskensis,38,23,15,13,7,0,18,22,49,17,12,6,25,21
,Sphingopyxis fribergensis,21,30,21,0,6,0,13,15,42,20,13,21,18,14
,Sphingopyxis granuli,56,64,49,17,12,13,35,31,101,38,25,39,25,35
,Sphingopyxis macrogoltabida,68,36,34,18,13,12,35,37,101,39,27,34,25,19
,Sphingopyxis terrae,25,18,26,12,0,7,22,7,55,17,10,22,5,6
,unclassified Sphingopyxis,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Sphingopyxis sp. 113P3,30,33,18,0,0,0,20,6,47,20,18,6,13,18
,Sphingopyxis sp. QXT-31,27,30,14,10,0,0,24,8,69,21,18,24,14,23
,Sphingosinicella,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Sphingosinicella microcystinivorans,60,45,30,21,13,8,32,26,96,51,10,30,17,12
,Zymomonas,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Zymomonas mobilis,14,14,5,0,6,0,14,9,24,10,10,14,7,6
,unclassified Alphaproteobacteria,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Betaproteobacteria,837,664,261,105,109,123,396,191,908,307,288,242,329,224
,Betaproteobacteria incertae sedis,9,5,7,3,7,8,6,3,12,7,7,11,14,12
,Candidatus Accumulibacter,0,0,0,0,0,0,0,0,0,0,0,1,0,0
,Candidatus Accumulibacter phosphatis,111,109,62,30,20,27,87,36,110,63,52,51,41,39
,Candidatus Kinetoplastibacterium,22,15,12,6,5,5,11,6,22,6,12,9,7,7
,Candidatus Kinetoplastibacterium crithidii,0,0,0,0,0,0,5,0,0,0,0,0,0,0
,Candidatus Kinetoplastibacterium desouzaii,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Candidatus Kinetoplastibacterium galatii,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Candidatus Kinetoplastibacterium oncopeltii,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Candidatus Kinetoplastibacterium sorsogonicusi,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Candidatus Profftella,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Candidatus Profftella armatura,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Candidatus Tremblaya,0,0,0,0,0,0,1,0,0,0,0,0,0,0
,Candidatus Tremblaya princeps,5,20,6,0,0,0,6,0,0,0,0,0,0,0
,Burkholderiales,914,998,431,137,168,190,541,304,1436,505,445,429,425,354
,Alcaligenaceae,86,101,55,24,26,37,49,48,84,55,47,48,41,43
,Achromobacter,90,88,53,19,31,33,69,37,130,62,58,31,48,43
,Achromobacter denitrificans,47,57,27,11,10,15,46,15,63,34,21,25,24,26
,Achromobacter insolitus,36,31,18,7,0,0,33,15,43,24,21,16,15,12
,Achromobacter spanius,96,89,46,27,22,12,75,29,97,35,58,29,31,48
,Achromobacter xylosoxidans,93,119,58,12,25,28,89,48,137,61,62,43,53,42
,Advenella,3,4,7,0,0,0,1,5,8,2,0,0,7,0
,Advenella kashmirensis,16,6,0,0,5,0,8,0,5,5,6,0,7,0
,Advenella mimigardefordensis,8,11,0,0,5,0,7,0,5,12,11,0,0,0
,Alcaligenes,19,16,14,4,7,2,15,13,21,9,7,10,7,17
,Alcaligenes aquatilis,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Alcaligenes faecalis,32,34,12,8,0,9,47,7,33,13,32,20,19,6
,unclassified Alcaligenes,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Alcaligenes sp. O-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Basilea,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Basilea psittacipulmonis,6,0,0,0,0,0,11,0,0,5,5,0,0,6
,Bordetella,157,171,99,43,62,86,129,79,200,149,138,85,98,65
,Bordetella avium,33,17,12,6,0,0,16,5,23,5,17,0,0,0
,Bordetella bronchialis,59,55,32,13,8,33,45,23,56,44,29,22,34,21
,Bordetella bronchiseptica,25,24,13,0,5,5,20,0,26,33,22,18,13,24
,Bordetella flabilis,51,30,26,13,8,0,48,17,51,26,33,19,25,27
,Bordetella genomosp. 13,38,28,26,18,6,7,37,18,47,18,16,26,24,22
,Bordetella genomosp. 6,0,0,0,0,0,0,0,0,0,5,0,0,6,0
,Bordetella genomosp. 8,48,35,19,6,16,15,43,6,58,27,46,18,29,12
,Bordetella genomosp. 9,35,44,34,8,0,0,39,18,52,21,25,15,17,23
,Bordetella hinzii,86,62,38,13,17,18,65,24,81,40,45,40,43,36
,Bordetella holmesii,27,17,16,0,6,0,14,8,24,14,13,17,8,15
,Bordetella parapertussis,0,0,0,0,0,0,6,0,0,0,6,0,0,0
,Bordetella pertussis,7,7,0,0,0,0,11,0,27,0,8,0,5,5
,Bordetella petrii,55,35,33,8,13,11,33,12,41,21,23,22,23,19
,Bordetella pseudohinzii,61,45,18,7,5,11,37,15,34,25,25,10,19,9
,Bordetella trematum,41,20,18,8,9,10,27,10,35,9,19,15,5,6
,Castellaniella,0,0,0,0,0,0,0,0,0,0,0,0,0,1
,Castellaniella defragrans,43,41,34,13,6,6,62,8,42,34,55,12,23,21
,Kerstersia,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Kerstersia gyiorum,15,17,0,0,0,0,11,5,19,6,9,6,6,5
,Oligella,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Oligella urethralis,0,0,0,0,0,0,5,0,0,0,0,0,0,0
,Paenalcaligenes,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Paenalcaligenes hominis,0,0,0,0,0,0,0,0,0,0,5,0,0,0
,Pusillimonas,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,unclassified Pusillimonas,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Pusillimonas sp. T7-7,11,11,9,0,0,0,11,0,23,0,11,0,0,8
,Taylorella,4,0,6,0,0,5,5,0,10,6,5,5,0,5
,Taylorella asinigenitalis,7,6,0,0,0,0,0,0,0,0,0,0,0,7
,Taylorella equigenitalis,0,5,0,0,0,0,0,0,5,0,0,0,0,6
,Burkholderiaceae,284,308,130,47,62,73,143,108,348,139,118,121,122,86
,Burkholderia,627,745,462,190,220,261,373,440,1280,600,296,479,474,428
,Burkholderia cepacia complex,208,228,155,60,108,107,130,142,364,229,96,154,163,165
,[Pseudomonas] mesoacidophila,11,5,5,0,0,0,9,0,24,13,0,0,5,0
,Burkholderia ambifaria,12,14,0,0,5,0,11,0,21,5,11,5,0,0
,Burkholderia cenocepacia,78,53,37,26,11,12,33,36,98,54,27,32,41,28
,Burkholderia cepacia,31,39,21,5,0,7,28,16,60,27,23,24,20,14
,Burkholderia contaminans,24,6,0,0,0,0,13,7,19,18,7,12,9,6
,Burkholderia diffusa,8,13,5,0,0,0,7,0,22,13,0,5,0,0
,Burkholderia lata,37,24,23,6,7,8,31,12,37,21,16,20,12,6
,Burkholderia latens,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Burkholderia metallica,0,8,6,0,0,0,0,0,8,0,0,0,6,0
,Burkholderia multivorans,68,54,39,12,12,9,39,10,91,55,25,27,23,20
,Burkholderia pseudomultivorans,0,5,0,0,0,0,6,0,11,0,0,0,0,7
,Burkholderia pyrrocinia,23,14,8,5,0,0,14,0,41,11,5,7,13,8
,Burkholderia seminalis,7,0,7,0,0,0,11,0,8,7,8,0,0,0
,Burkholderia stabilis,28,24,13,0,0,0,5,15,44,10,13,16,7,14
,Burkholderia stagnalis,12,17,0,5,8,12,22,7,53,17,11,15,21,18
,Burkholderia territorii,6,5,10,0,0,0,11,0,15,5,6,7,6,0
,Burkholderia ubonensis,25,22,19,7,10,7,27,7,44,24,11,18,12,8
,Burkholderia vietnamiensis,17,16,8,6,0,0,12,7,24,11,5,0,8,0
,Burkholderia gladioli,75,63,46,20,12,26,50,34,136,58,49,47,49,39
,Burkholderia glumae,23,21,14,8,0,6,25,17,57,25,12,17,13,15
,Burkholderia insecticola,41,25,33,0,9,0,15,17,68,28,8,15,18,16
,Burkholderia plantarii,44,36,20,16,12,6,29,13,78,33,17,15,14,22
,"environmental samples <b-proteobacteria,genus Burkholderia>",0,0,0,0,0,0,0,0,0,0,0,0,0,0
,uncultured Burkholderia sp.,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,pseudomallei group,18,14,15,6,9,6,8,14,21,13,3,15,6,12
,Burkholderia oklahomensis,10,6,0,0,0,7,7,5,15,5,7,5,5,0
,Burkholderia pseudomallei,143,157,78,37,39,35,106,60,299,128,60,80,91,63
,Burkholderia sp. BDU6,13,11,0,0,5,0,8,7,23,8,0,0,6,5
,Burkholderia sp. BDU8,10,7,6,0,0,0,11,0,27,0,12,0,0,0
,Burkholderia thailandensis,47,60,33,11,11,14,34,11,85,35,21,19,23,30
,unclassified Burkholderia,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Burkholderia sp.,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Burkholderia sp. 2002721687,0,0,0,0,0,0,0,0,10,0,0,0,0,0
,Burkholderia sp. AD24,26,24,9,0,5,6,22,6,36,13,15,11,18,9
,Burkholderia sp. CCGE1001,11,12,0,0,0,0,23,0,11,5,13,0,0,0
,Burkholderia sp. CCGE1003,23,29,9,0,7,0,25,7,34,17,5,18,6,13
,Burkholderia sp. KBS0801,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Burkholderia sp. KJ006,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Burkholderia sp. RPE67,14,14,7,0,0,0,7,0,26,0,8,0,6,0
,Burkholderia sp. YI23,9,0,5,9,0,0,6,5,14,0,0,0,10,0
,Cupriavidus,158,150,87,43,63,58,100,62,218,92,75,74,80,77
,Cupriavidus basilensis,59,38,18,12,8,9,42,25,76,29,34,27,20,16
,Cupriavidus malaysiensis,6,0,0,0,0,0,5,0,5,0,0,0,0,0
,Cupriavidus metallidurans,56,42,39,18,27,45,43,32,89,59,50,37,62,61
,Cupriavidus necator,151,88,69,17,14,35,82,42,128,68,35,61,59,48
,Cupriavidus oxalaticus,45,38,14,10,6,6,31,14,46,27,18,21,14,16
,Cupriavidus pauculus,32,44,25,10,8,10,42,18,52,34,18,30,31,26
,Cupriavidus pinatubonensis,39,33,22,11,0,5,32,15,75,29,13,23,10,5
,Cupriavidus taiwanensis,154,113,82,26,23,41,106,56,170,87,55,59,63,44
,unclassified Cupriavidus,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Cupriavidus sp. USMAA2-4,0,0,0,0,0,0,5,0,0,0,0,0,0,0
,Cupriavidus sp. USMAHM13,0,0,0,0,0,0,6,0,0,0,0,0,0,0
,Lautropia,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Lautropia mirabilis,37,32,16,7,0,5,19,14,83,5,27,33,17,19
,Mycetohabitans,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Paraburkholderia rhizoxinica,11,18,7,0,5,0,11,0,38,16,11,5,18,6
,Pandoraea,34,29,39,18,25,33,20,28,53,22,20,28,31,30
,Pandoraea apista,29,21,10,0,0,6,18,13,34,22,9,6,7,6
,Pandoraea faecigallinarum,26,21,8,5,0,0,19,0,30,12,16,16,14,13
,Pandoraea norimbergensis,21,20,7,14,0,0,23,8,43,15,19,17,12,17
,Pandoraea oxalativorans,22,6,0,10,0,0,16,5,26,6,8,0,0,8
,Pandoraea pnomenusa,41,29,22,0,14,7,27,12,49,22,17,14,16,14
,Pandoraea pulmonicola,27,33,17,0,11,8,10,11,60,16,8,18,13,13
,Pandoraea sputorum,24,16,9,0,0,0,16,0,23,10,0,13,6,0
,Pandoraea thiooxydans,39,40,12,12,7,0,19,8,45,24,15,13,15,13
,Pandoraea vervacti,28,5,14,5,5,0,13,0,27,5,12,0,16,0
,Paraburkholderia,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Paraburkholderia caledonica,25,22,18,12,0,6,8,5,38,19,15,7,14,9
,Paraburkholderia caribensis,43,38,20,11,10,7,22,8,63,34,19,15,26,25
,Paraburkholderia fungorum,29,29,14,10,5,8,38,20,31,20,21,30,24,26
,Paraburkholderia graminis,30,21,11,8,14,0,21,7,35,14,9,0,12,20
,Paraburkholderia hospita,36,22,34,8,7,0,25,5,36,5,19,9,19,14
