,,Depth (cm),,,,,,,,,,,,,
,Syntrophaceae,3,7,5,0,11,2,0,10,10,15,9,0,3,5
,Desulfobacca,0,1,0,0,1,0,0,0,2,0,0,0,0,0
,Desulfobacca acetoxidans,90,243,209,103,190,63,40,170,204,169,18,0,41,76
,Desulfomonile,0,0,1,0,0,0,0,0,1,0,0,0,1,3
,Desulfomonile tiedjei,118,271,303,101,209,88,65,181,293,195,14,0,106,188
,Syntrophus,0,1,0,1,0,0,0,2,5,2,0,0,0,0
,Syntrophus aciditrophicus,93,258,201,69,165,54,39,107,174,147,22,0,38,59
,Syntrophobacteraceae,22,39,49,16,41,5,5,8,21,9,11,0,1,6
,Desulfoglaeba,0,1,3,2,3,0,0,0,0,0,0,0,0,0
,Desulfoglaeba alkanexedens,1308,2748,1887,734,641,110,61,233,272,213,15,0,53,88
,"environmental samples <d-proteobacteria,genus Desulfoglaeba>",0,0,0,0,0,0,0,0,0,0,0,0,0,0
,uncultured Desulfoglaeba sp.,0,6,0,0,0,0,0,0,0,0,0,0,0,0
,Desulforhabdus,0,0,0,0,6,0,0,0,0,0,0,0,0,0
,"environmental samples <d-proteobacteria,family Syntrophobacteraceae>",0,0,0,0,0,0,0,0,0,0,0,0,0,0
,uncultured Syntrophobacteraceae bacterium,19,48,50,14,28,0,0,0,0,0,0,0,0,0
,Syntrophobacter,1,2,0,1,1,1,1,0,0,0,0,0,0,0
,Syntrophobacter fumaroxidans,164,352,363,127,323,82,46,158,181,140,17,0,45,58
,Thermodesulforhabdus,0,6,5,0,2,0,0,0,0,0,0,0,0,0
,Thermodesulforhabdus norvegica,0,0,0,0,6,0,0,0,0,0,0,0,0,0
,unclassified Deltaproteobacteria,5,6,12,2,6,1,1,1,2,3,1,0,1,0
,unclassified Deltaproteobacteria (miscellaneous),25,54,38,16,22,1,0,0,2,1,0,0,1,3
,Olavius algarvensis Delta 1 endosymbiont,13,38,25,0,0,0,0,0,0,0,0,0,0,0
,Olavius ilvae Delta 1 endosymbiont,0,6,0,0,0,0,0,0,0,0,0,0,0,0
,Epsilonproteobacteria,43,18,43,17,37,15,1,13,15,21,5,0,8,5
,Campylobacterales,49,32,36,3,30,17,7,5,10,28,7,0,2,9
,Campylobacteraceae,24,7,12,5,9,1,1,5,2,7,5,0,1,2
,Arcobacter group,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Arcobacter,122,65,74,56,78,63,29,36,61,59,27,0,40,34
,Arcobacter anaerophilus,11,0,9,0,5,0,0,0,0,7,0,0,0,0
,Arcobacter bivalviorum,23,0,5,0,12,0,0,0,0,0,0,0,0,7
,Arcobacter butzleri,15,8,13,0,18,14,7,26,49,43,0,0,6,8
,Arcobacter cryaerophilus,10,5,7,0,8,0,0,0,0,0,0,0,0,10
,Arcobacter ellisii,16,8,7,0,17,0,0,0,0,0,0,0,0,0
,Arcobacter halophilus,15,0,5,0,0,0,0,0,0,0,0,0,0,0
,Arcobacter marinus,11,0,5,0,11,0,0,0,5,0,0,0,0,15
,Arcobacter molluscorum,14,11,6,0,7,0,0,0,5,0,0,0,0,5
,Arcobacter mytili,22,8,13,0,11,0,0,0,0,6,0,0,0,5
,Arcobacter nitrofigilis,14,0,5,0,11,0,0,9,6,7,0,0,0,6
,Arcobacter pacificus,13,0,20,0,10,0,0,0,0,0,0,0,0,6
,Arcobacter skirrowii,14,0,0,0,7,0,0,0,8,19,0,0,0,5
,Arcobacter suis,13,11,8,6,8,0,0,0,8,15,9,0,0,5
,Arcobacter thereius,14,5,6,0,7,0,0,0,0,0,0,0,5,0
,Arcobacter trophiarum,10,0,7,0,7,0,0,0,0,8,0,0,0,0
,"environmental samples <e-proteobacteria,genus Arcobacter>",0,0,0,0,0,0,0,0,0,0,0,0,0,0
,uncultured Arcobacter sp.,0,0,0,0,0,0,0,0,0,5,0,0,0,0
,unclassified Arcobacter group,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Arcobacter sp. L,24,5,0,0,0,0,0,7,18,13,0,0,0,5
,Campylobacter,84,83,88,50,94,75,32,27,65,60,30,0,39,45
,Campylobacter avium,0,0,0,0,0,0,0,12,21,19,0,0,0,0
,Campylobacter coli,0,0,9,5,11,0,0,0,5,14,0,0,5,8
,Campylobacter concisus,0,0,10,0,5,6,6,19,47,50,0,0,0,7
,Campylobacter cuniculorum,0,5,0,0,0,0,0,0,6,0,0,0,0,0
,Campylobacter fetus,8,8,7,0,6,5,0,0,6,13,5,0,0,13
,Campylobacter gracilis,5,0,19,0,0,0,0,5,6,0,0,0,0,0
,Campylobacter hominis,5,0,6,6,6,0,0,0,0,0,0,0,0,0
,Campylobacter hyointestinalis,0,5,6,0,0,0,0,10,32,11,0,0,0,0
,Campylobacter iguaniorum,7,0,0,0,6,0,0,14,19,27,0,0,5,5
,Campylobacter insulaenigrae,0,6,0,0,0,0,0,0,9,10,0,0,0,0
,Campylobacter jejuni,7,6,14,13,15,5,7,7,10,11,0,0,6,12
,Campylobacter lari,8,5,0,0,7,5,0,19,48,32,0,0,7,19
,Campylobacter peloridis,5,0,0,0,0,0,0,0,0,0,0,0,0,0
,Campylobacter showae,13,14,13,11,24,0,0,16,13,8,0,0,5,18
,Campylobacter sputorum,18,6,7,7,11,0,5,5,7,6,0,0,0,10
,Campylobacter subantarcticus,0,0,0,0,0,0,0,0,0,5,0,0,0,0
,Campylobacter upsaliensis,0,0,0,0,0,0,5,12,25,21,0,0,0,0
,Campylobacter ureolyticus,0,0,0,0,0,0,0,5,0,0,0,0,0,0
,Sulfurospirillum,28,19,29,16,42,24,15,16,23,34,7,0,16,14
,Sulfurospirillum barnesii,0,15,14,0,13,0,0,6,0,0,0,0,0,0
,Sulfurospirillum cavolei,5,10,6,0,8,0,0,0,5,0,0,0,0,0
,Sulfurospirillum deleyianum,5,6,7,6,0,7,0,16,32,24,0,0,6,0
,Sulfurospirillum halorespirans,0,0,0,0,0,6,0,0,0,0,0,0,0,7
,Sulfurospirillum multivorans,0,0,6,5,8,0,0,6,11,0,0,0,0,9
,unclassified Sulfurospirillum,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Sulfurospirillum sp. JPD-1,7,9,8,9,0,8,5,25,34,32,0,0,6,8
,Sulfurospirillum sp. UCH001,0,0,15,7,0,0,0,0,5,0,0,0,0,6
,Helicobacteraceae,6,14,7,7,6,10,12,1,6,13,5,0,4,4
,Helicobacter,45,47,70,49,93,55,36,41,68,54,28,0,28,45
,Helicobacter acinonychis,0,0,0,0,0,0,0,7,0,0,0,0,0,0
,Helicobacter apodemus,0,6,6,0,0,0,8,18,26,33,0,0,6,9
,Helicobacter bilis,0,0,7,0,0,0,0,0,0,0,0,0,0,0
,Helicobacter bizzozeronii,0,0,0,0,0,0,5,0,0,0,0,0,0,0
,Helicobacter canadensis,5,0,0,0,0,0,0,0,8,0,0,0,0,0
,Helicobacter canis,0,11,5,0,0,0,0,7,0,0,0,0,0,0
,Helicobacter cetorum,0,0,5,0,0,0,0,6,16,13,5,0,0,0
,Helicobacter cholecystus,0,0,0,0,0,0,0,9,26,13,0,0,0,0
,Helicobacter cinaedi,0,0,0,0,6,0,0,7,11,7,0,0,0,0
,Helicobacter felis,0,5,0,6,0,0,0,0,6,5,0,0,0,0
,Helicobacter heilmannii,0,0,5,0,0,0,0,0,0,6,0,0,0,0
,Helicobacter hepaticus,8,0,0,0,0,0,0,0,0,0,0,0,0,0
,Helicobacter himalayensis,5,16,9,6,0,5,0,0,6,0,0,0,0,0
,Helicobacter mustelae,0,5,0,0,0,0,0,7,0,6,0,0,0,0
,Helicobacter pullorum,8,0,5,0,0,0,0,0,0,0,0,0,0,0
,Helicobacter pylori,34,66,57,32,57,26,11,18,21,31,6,0,12,33
,Helicobacter saguini,0,0,0,0,5,6,6,21,15,32,0,0,0,0
,Helicobacter typhlonius,0,7,0,0,0,0,0,0,0,0,0,0,0,0
,unclassified Helicobacter,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Helicobacter sp. MIT 01-6242,0,6,5,0,0,0,0,0,0,0,0,0,0,0
,Sulfuricurvum,5,2,7,1,4,6,0,2,3,2,0,0,0,0
,Candidatus Sulfuricurvum sp. RIFRC-1,12,11,9,5,26,0,0,13,16,8,6,0,0,6
,Sulfuricurvum kujiense,0,5,13,5,8,0,0,8,0,5,0,0,0,7
,Sulfurimonas,7,2,6,3,28,0,0,0,3,5,0,0,7,4
,Sulfurimonas autotrophica,22,16,21,9,51,0,0,6,17,0,0,0,12,20
,Sulfurimonas denitrificans,11,6,16,0,53,0,0,0,0,0,0,0,16,20
,Wolinella,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Wolinella succinogenes,5,13,10,0,14,5,0,7,15,8,0,0,0,0
,unclassified Campylobacterales,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Nitratifractor,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Nitratifractor salsuginis,21,47,39,16,35,0,0,15,20,18,0,0,6,14
,"environmental samples <e-proteobacteria,class Epsilonproteobacteria>",0,0,0,0,0,0,0,0,0,0,0,0,0,0
,uncultured Epsilonproteobacteria bacterium,7,5,13,8,26,0,0,0,0,0,0,0,0,0
,Nautiliales,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Nautiliaceae,3,7,15,10,7,14,4,3,8,9,5,0,5,6
,Caminibacter,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Caminibacter mediatlanticus,19,6,0,0,0,0,0,8,13,0,0,0,0,6
,Cetia,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Cetia pacifica,7,0,6,0,6,0,0,5,5,0,0,0,0,0
,Nautilia,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Nautilia profundicola,7,0,5,5,0,0,5,0,0,0,0,0,0,0
,unclassified Epsilonproteobacteria,4,5,4,2,1,6,5,0,2,6,5,0,7,0
,Nitratiruptor,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,unclassified Nitratiruptor,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Nitratiruptor sp. SB155-2,13,17,14,14,9,0,0,10,6,14,0,0,0,5
,Sulfurovum,15,17,92,52,17,0,0,2,12,6,0,0,0,3
,Sulfurovum lithotrophicum,0,10,49,18,15,0,0,5,0,6,0,0,0,6
,unclassified Sulfurovum,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Sulfurovum sp. NBC37-1,11,36,77,34,14,0,0,5,0,0,0,0,0,0
,"environmental samples <proteobacteria,phylum Proteobacteria>",1,1,1,1,2,0,0,7,0,2,0,0,0,0
,uncultured proteobacterium,5,18,23,8,48,0,0,0,6,5,0,0,0,0
,Gammaproteobacteria,2899,6702,5144,1906,3546,491,253,1143,1083,985,160,0,361,582
,Acidiferrobacterales,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Acidiferrobacteraceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Acidiferrobacter,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,unclassified Acidiferrobacter,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Acidiferrobacter sp. SPIII_3,62,163,135,50,104,12,11,25,26,15,0,0,9,6
,Aeromonadales,0,0,0,0,0,1,0,0,0,0,0,0,1,0
,Aeromonadaceae,14,27,30,7,29,9,5,6,14,12,9,0,11,8
,Aeromonas,157,374,298,112,257,53,42,140,128,98,31,0,29,39
,Aeromonas caviae,59,131,103,42,81,26,11,58,35,27,0,0,10,15
,Aeromonas dhakensis,0,14,7,5,7,0,0,0,5,0,0,0,0,0
,Aeromonas encheleia,20,39,36,18,25,9,0,9,16,8,0,0,0,5
,Aeromonas hydrophila,103,230,169,68,191,31,19,77,71,72,11,0,24,27
,Aeromonas media,6,18,23,6,9,0,0,9,0,0,0,0,0,0
,Aeromonas rivipollensis,11,25,19,7,26,0,0,10,8,0,0,0,5,0
,Aeromonas salmonicida,44,87,60,26,51,5,0,19,23,12,0,0,5,7
,Aeromonas schubertii,24,63,62,16,65,8,5,16,26,8,0,0,7,10
,Aeromonas veronii,83,156,144,43,85,14,7,63,59,31,0,0,10,19
,Oceanimonas,1,2,1,1,1,1,0,0,0,1,0,0,0,0
,unclassified Oceanimonas,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Oceanimonas sp. GK1,46,103,73,38,47,20,6,17,19,13,0,0,0,9
,Oceanisphaera,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Oceanisphaera profunda,26,60,36,9,16,0,0,6,8,9,0,0,0,6
,Tolumonas,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Tolumonas auensis,18,54,47,18,18,0,0,6,0,0,0,0,0,0
,Zobellella,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Zobellella denitrificans,65,125,107,40,102,9,9,27,34,25,0,0,9,10
,Alteromonadales,34,70,58,16,56,30,13,33,34,43,21,0,14,11
,Alteromonadaceae,15,24,18,9,19,18,4,11,10,12,13,0,10,5
,Agarivorans,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Agarivorans gilvus,0,29,15,5,7,11,0,5,5,0,0,0,0,0
,Alteromonas,25,33,24,10,18,19,5,7,7,15,8,0,3,15
,Alteromonas australica,0,24,21,14,9,0,0,0,0,6,0,0,0,0
,Alteromonas macleodii,31,57,40,13,35,7,16,18,16,11,0,0,5,8
,Alteromonas mediterranea,0,22,11,8,0,0,0,0,5,0,0,0,0,0
,Alteromonas naphthalenivorans,0,8,8,6,8,0,0,0,0,0,0,0,0,0
,"environmental samples <g-proteobacteria,genus Alteromonas>",0,7,5,0,11,0,0,5,7,0,0,0,0,0
,Glaciecola,10,4,6,1,10,2,6,0,9,13,6,0,6,1
,Glaciecola nitratireducens,0,21,5,6,7,0,0,5,0,0,0,0,0,5
,unclassified Glaciecola,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Glaciecola sp. 4H-3-7+YE-5,0,14,15,8,18,0,0,7,6,0,0,0,0,0
,Lacimicrobium,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Lacimicrobium alkaliphilum,50,80,77,37,59,11,8,7,10,18,0,0,5,14
,Marinobacter,36,88,63,27,50,21,6,8,29,22,9,0,15,20
,Marinobacter adhaerens,25,87,64,32,39,6,8,24,22,6,0,0,7,9
,Marinobacter hydrocarbonoclasticus,108,253,161,70,145,19,14,38,36,32,5,0,11,15
,Marinobacter psychrophilus,7,25,17,6,5,0,0,5,0,0,0,0,0,0
,Marinobacter salarius,61,145,125,55,73,9,9,14,21,23,5,0,13,11
,Marinobacter similis,42,83,79,26,63,0,6,17,8,9,0,0,0,5
,unclassified Marinobacter,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Marinobacter sp. BSs20148,10,39,23,6,11,0,0,6,10,16,0,0,0,0
,Marinobacter sp. LV10R510-11A,30,75,47,10,38,5,0,18,14,9,0,0,0,0
,Paraglaciecola,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Paraglaciecola psychrophila,5,17,12,9,0,6,0,11,28,22,0,0,0,10
,Salinimonas,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Salinimonas lutimaris,8,22,28,14,25,5,0,0,5,0,0,0,0,10
,unclassified Alteromonadaceae,1,1,2,0,1,1,0,0,0,1,0,0,0,0
,Alteromonadales genera incertae sedis,4,0,0,0,0,4,1,0,4,0,5,0,3,0
,Colwelliaceae,5,5,1,3,5,5,4,1,2,0,0,0,3,0
,Colwellia,6,5,5,4,0,0,5,5,5,9,0,0,2,7
,Colwellia psychrerythraea,7,10,5,6,16,0,0,0,0,0,0,0,5,0
,"environmental samples <g-proteobacteria,genus Colwellia>",0,0,0,0,0,0,0,0,0,0,0,0,0,0
,uncultured Colwellia sp.,0,0,0,0,5,0,0,0,0,0,0,0,0,0
,unclassified Colwellia,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Colwellia sp. MT41,0,11,12,0,14,0,0,0,0,6,0,0,0,0
,Litorilituus,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Litorilituus sediminis,6,14,18,0,6,0,0,6,0,5,0,0,0,5
,Ferrimonadaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Ferrimonas,0,1,2,0,0,0,0,0,0,0,0,0,0,0
,Ferrimonas balearica,56,107,73,37,62,5,0,19,17,7,0,0,0,10
,Idiomarinaceae,7,1,4,2,1,6,6,0,0,3,0,0,7,3
,Idiomarina,7,9,6,4,6,6,0,7,6,0,0,0,0,2
,Idiomarina loihiensis,6,25,10,8,7,0,0,0,0,0,0,0,0,5
,Idiomarina piscisalsi,6,17,7,0,15,0,0,0,0,0,0,0,0,0
,unclassified Idiomarinaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Idiomarinaceae bacterium HL-53,0,17,8,0,12,0,0,9,6,6,0,0,0,0
,Moritellaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Moritella,12,1,11,3,2,5,0,0,0,5,0,0,1,1
,Moritella viscosa,0,14,9,0,6,0,0,0,0,0,0,0,0,0
,Moritella yayanosii,0,10,0,5,7,0,0,0,0,0,0,0,6,6
,Pseudoalteromonadaceae,0,0,1,2,0,0,0,0,0,0,0,0,0,0
,Pseudoalteromonas,156,260,202,87,118,67,30,44,61,68,20,0,44,66
,Pseudoalteromonas aliena,0,0,5,0,0,0,0,0,0,0,0,0,0,0
,Pseudoalteromonas arctica,0,7,0,0,0,0,5,13,20,11,0,0,0,0
,Pseudoalteromonas atlantica,11,18,16,9,7,5,5,5,13,11,0,0,0,0
,Pseudoalteromonas carrageenovora,0,5,0,0,0,0,0,0,0,0,0,0,0,0
,Pseudoalteromonas donghaensis,0,18,14,5,0,0,0,6,0,0,0,0,0,5
,Pseudoalteromonas espejiana,5,0,0,0,0,0,0,5,0,0,0,0,0,5
,Pseudoalteromonas luteoviolacea,12,12,11,8,11,0,0,5,0,5,0,0,0,0
,Pseudoalteromonas marina,0,8,0,0,0,0,0,0,0,0,0,0,0,0
,Pseudoalteromonas phenolica,0,7,0,0,18,0,0,0,0,0,0,0,0,0
,Pseudoalteromonas piratica,0,5,6,5,16,0,0,11,19,19,0,0,0,0
,Pseudoalteromonas piscicida,9,17,14,0,13,0,5,5,0,0,0,0,0,0
,Pseudoalteromonas rubra,10,25,23,12,25,0,0,0,0,6,0,0,0,0
,Pseudoalteromonas spongiae,0,16,17,7,16,0,7,13,31,24,0,0,0,0
,Pseudoalteromonas tunicata,6,8,12,6,10,0,0,8,6,8,0,0,0,7
,unclassified Pseudoalteromonas,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Pseudoalteromonas sp. DL-6,0,21,12,5,0,0,0,0,0,0,0,0,0,0
,Pseudoalteromonas sp. NC201,0,0,0,0,7,0,0,0,0,0,0,0,0,5
,Psychromonadaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Psychromonas,7,7,1,2,3,0,5,4,7,0,0,0,1,3
,Psychromonas ingrahamii,15,32,31,14,32,0,0,0,0,5,0,0,7,11
,unclassified Psychromonas,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Psychromonas sp. CNPT3,0,5,11,0,7,0,0,9,10,6,0,0,7,0
,Shewanellaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Parashewanella,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Parashewanella spongiae,31,55,40,15,16,0,0,0,0,0,0,0,0,0
,Shewanella,101,150,130,57,137,83,56,66,101,91,21,0,64,76
,Shewanella algae,31,67,49,26,30,0,11,8,11,7,0,0,5,7
,Shewanella amazonensis,22,56,31,16,39,0,0,7,9,0,0,0,0,8
,Shewanella baltica,6,27,25,14,27,5,0,7,9,9,0,0,0,5
,Shewanella benthica,5,13,7,0,14,0,0,10,16,17,0,0,0,0
,Shewanella decolorationis,6,15,9,5,6,0,0,0,0,6,0,0,0,0
,Shewanella denitrificans,5,21,18,13,0,0,0,0,0,0,0,0,0,0
,Shewanella donghaensis,5,9,18,5,7,0,0,0,0,0,0,0,0,6
,Shewanella frigidimarina,0,10,8,0,0,0,0,0,0,0,0,0,0,0
,Shewanella halifaxensis,0,19,12,6,11,0,0,7,0,0,0,0,0,5
,Shewanella livingstonensis,14,16,28,0,7,0,0,0,0,0,0,0,0,5
,Shewanella loihica,32,34,44,17,28,0,0,13,0,0,0,0,0,0
,Shewanella marisflavi,17,32,28,8,26,5,0,0,8,5,0,0,0,0
,Shewanella oneidensis,8,29,22,11,8,0,0,15,12,17,0,0,0,0
,Shewanella pealeana,0,11,13,0,11,5,0,6,0,5,0,0,0,0
,Shewanella piezotolerans,0,10,8,0,82,0,0,0,0,0,0,0,26,42
,Shewanella psychrophila,11,26,16,7,15,0,0,0,5,0,0,0,0,0
,Shewanella putrefaciens,0,9,5,0,0,0,0,0,0,0,0,0,0,0
,Shewanella sediminis,12,36,16,10,49,0,0,0,10,0,0,0,9,34
,Shewanella violacea,6,13,14,9,5,0,0,0,6,0,0,0,0,0
,Shewanella woodyi,5,22,13,7,13,0,0,6,0,0,0,0,0,5
,unclassified Shewanella,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Shewanella sp. ANA-3,0,8,0,0,0,0,0,0,0,0,0,0,0,0
,Shewanella sp. MR-4,0,0,0,5,0,0,0,0,0,0,0,0,0,0
,Shewanella sp. MR-7,0,5,0,0,0,0,0,0,0,0,0,0,0,0
,Cardiobacteriales,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Cardiobacteriaceae,6,4,3,4,4,0,0,1,2,4,0,0,0,0
,Cardiobacterium,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Cardiobacterium hominis,25,31,39,13,37,5,0,16,12,6,0,0,0,7
,Dichelobacter,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Dichelobacter nodosus,0,12,5,0,8,0,0,5,0,0,0,0,0,5
,Cellvibrionales,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Cellvibrionaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Cellvibrio,0,0,1,0,0,0,0,0,0,0,0,0,0,0
,Cellvibrio japonicus,37,67,64,16,27,6,8,19,18,17,0,0,0,6
,Saccharophagus,0,2,0,5,0,0,0,0,0,0,0,0,0,0
,Saccharophagus degradans,0,19,7,0,18,0,5,0,0,0,0,0,0,0
,Simiduia,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Simiduia agarivorans,43,126,107,41,59,16,7,14,8,13,0,0,7,9
,Teredinibacter,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Teredinibacter turnerae,14,66,33,14,21,0,0,14,7,8,0,0,0,8
,Halieaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Haliea,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,unclassified Haliea,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Haliea sp. ETY-M,0,5,0,0,0,0,0,0,0,0,0,0,0,0
,Halioglobus,2,2,0,0,1,2,0,0,3,3,0,0,0,1
,Halioglobus japonicus,59,132,88,36,62,5,6,20,5,6,0,0,7,8
,Halioglobus pacificus,93,173,177,44,78,16,6,45,45,34,0,0,6,9
,Microbulbiferaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Microbulbifer,5,16,10,7,19,13,4,5,4,7,6,0,5,3
,Microbulbifer agarilyticus,26,118,56,31,45,0,0,0,11,6,0,0,0,0
,Microbulbifer thermotolerans,34,108,78,31,56,7,5,21,22,21,0,0,7,9
,unclassified Microbulbifer,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Microbulbifer sp. A4B17,21,49,41,19,30,0,0,9,5,0,0,0,0,9
,Spongiibacteraceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Oceanicoccus,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Oceanicoccus sagamiensis,41,61,57,17,26,0,0,5,6,0,0,0,0,7
,Zhongshania,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Zhongshania aliphaticivorans,25,45,28,12,24,0,0,6,12,5,0,0,0,0
,Chromatiales,50,158,111,35,76,15,6,19,23,22,11,0,8,9
,Chromatiaceae,73,140,103,30,82,9,5,28,12,11,6,0,7,8
,Allochromatium,0,2,3,0,4,0,0,0,0,1,0,0,0,0
,Allochromatium vinosum,104,277,215,98,184,21,10,50,49,35,0,0,20,25
,Candidatus Thiosymbion,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Candidatus Thiosymbion oneisti,0,6,0,0,0,0,0,0,0,0,0,0,0,0
,Marichromatium,5,2,5,4,5,2,0,2,0,2,1,0,1,0
,Marichromatium purpuratum,145,307,270,117,232,32,13,63,52,55,8,0,12,14
,Nitrosococcus,25,81,47,17,29,10,5,3,13,6,7,0,5,5
,Nitrosococcus halophilus,46,153,110,42,78,14,13,26,36,32,0,0,6,11
,Nitrosococcus oceani,26,80,53,29,30,9,5,13,14,9,0,0,5,7
,Nitrosococcus watsonii,19,42,35,12,20,5,0,10,6,7,0,0,0,10
,Thiocapsa,0,4,3,5,0,0,0,0,5,0,0,0,0,0
,Thiocapsa roseopersicina,0,14,18,0,20,0,0,0,0,0,0,0,0,0
,Thiocystis,3,6,10,1,4,0,0,0,0,0,0,0,0,0
,Thiocystis violascens,125,315,256,89,200,28,17,65,67,43,8,0,24,21
,Thiodictyon,0,2,3,0,1,0,0,0,0,0,0,0,0,0
,Candidatus Thiodictyon syntrophicum,201,449,397,142,318,55,29,145,135,111,10,0,34,64
,Thioflavicoccus,0,1,1,0,2,0,0,0,1,0,0,0,0,0
,Thioflavicoccus mobilis,170,408,324,143,222,33,17,75,84,51,0,0,24,23
,Ectothiorhodospiraceae,51,92,81,36,58,5,2,13,14,18,18,0,2,8
,Acidihalobacter,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Acidihalobacter prosperus,175,423,344,118,197,28,13,79,107,64,10,0,22,40
,Alkalilimnicola,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Alkalilimnicola ehrlichii,110,256,200,70,158,21,7,39,45,38,5,0,15,14
,Ectothiorhodospira,40,89,52,26,57,7,3,12,12,15,1,0,3,4
,Ectothiorhodospira haloalkaliphila,68,166,143,47,88,20,7,23,24,17,0,0,9,9
,Ectothiorhodospira sp. BSL-9,77,184,132,52,103,17,10,29,30,18,6,0,6,8
,Halorhodospira,1,4,1,0,0,4,0,0,0,1,3,0,4,1
,Halorhodospira halochloris,23,49,41,13,39,8,6,10,20,30,0,0,0,9
,Halorhodospira halophila,70,173,113,50,134,19,12,45,31,21,7,0,15,8
,Spiribacter,3,2,3,2,1,8,4,1,7,0,0,0,2,0
,Spiribacter curvatus,65,112,89,25,70,5,0,25,14,13,0,0,0,8
,Spiribacter salinus,35,76,70,20,64,0,8,13,12,7,0,0,5,9
,Thioalkalivibrio,54,126,106,36,59,15,6,20,13,17,7,0,11,5
,Thioalkalivibrio nitratireducens,99,221,161,68,136,16,0,39,38,33,6,0,12,17
,Thioalkalivibrio paradoxus,99,211,184,58,132,6,9,35,38,17,0,0,10,9
,Thioalkalivibrio sulfidiphilus,171,409,314,122,253,34,11,59,46,47,0,0,23,25
,Thioalkalivibrio versutus,73,157,113,42,115,13,10,39,24,13,0,0,15,12
,unclassified Thioalkalivibrio,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Thioalkalivibrio sp. K90mix,69,147,119,43,103,6,6,33,27,15,0,0,16,7
,"environmental samples <g-proteobacteria,order Chromatiales>",0,4,0,0,0,0,0,0,0,0,0,0,0,0
,uncultured Chromatiales bacterium,0,6,0,0,0,0,0,0,0,0,0,0,0,0
,Granulosicoccaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Granulosicoccus,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Granulosicoccus antarcticus,86,186,124,57,77,16,9,23,27,21,0,0,7,13
