,,Depth (cm),,,,,,,,,,,,,
,Rickettsia prowazekii,5,0,0,0,0,0,0,0,0,0,0,0,0,0
,Rickettsia typhi,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,unclassified Rickettsia,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Rickettsia endosymbiont of Bemisia tabaci,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Rickettsiales genera incertae sedis,0,0,5,2,11,10,7,3,5,0,0,4,0,10
,unclassified Rickettsiales,0,0,0,0,0,0,0,0,0,0,2,0,0,0
,Rickettsiales bacterium Ac37b,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Sphingomonadales,178,177,195,249,444,303,277,296,304,78,0,94,37,106
,Erythrobacteraceae,21,20,15,27,47,29,20,30,26,11,195,13,10,7
,Altererythrobacter,7,4,5,4,13,8,6,9,11,21,24,10,17,4
,Altererythrobacter atlanticus,46,30,21,46,80,44,49,40,45,8,6,5,9,27
,Altererythrobacter dongtanensis,58,57,75,78,93,65,43,57,77,16,29,18,0,31
,Altererythrobacter epoxidivorans,41,19,17,38,59,29,22,38,32,5,38,11,7,16
,Altererythrobacter ishigakiensis,10,11,13,20,29,18,10,12,17,8,23,6,0,5
,Altererythrobacter marensis,40,34,32,44,64,40,40,34,46,7,0,8,0,19
,Altererythrobacter namhicola,37,30,36,30,68,58,54,32,64,17,22,14,6,19
,Croceicoccus,0,0,0,0,0,0,0,0,0,0,30,0,0,0
,Croceicoccus marinus,44,34,40,60,96,53,46,54,67,13,0,14,9,23
,Croceicoccus naphthovorans,34,28,20,40,59,56,40,25,47,8,44,25,0,20
,Erythrobacter,1,6,11,7,15,3,11,5,13,11,24,9,10,6
,Erythrobacter flavus,48,42,39,63,92,51,62,58,51,19,6,18,7,27
,Erythrobacter gangjinensis,26,22,12,47,70,52,54,51,59,5,46,12,0,20
,Erythrobacter litoralis,100,105,68,126,170,116,86,100,149,25,34,26,24,65
,Erythrobacter seohaensis,38,24,23,36,51,31,32,30,41,0,63,9,0,13
,Porphyrobacter,0,0,0,0,0,0,0,0,0,0,16,0,0,0
,Porphyrobacter neustonensis,43,35,40,51,79,47,43,41,52,10,0,18,0,24
,Qipengyuania,0,0,0,0,0,0,0,0,0,0,25,0,0,0
,Qipengyuania sediminis,32,33,42,59,85,90,42,46,82,28,0,18,0,23
,Sphingomonadaceae,423,342,390,447,662,488,419,491,546,158,42,165,85,220
,Blastomonas,0,0,0,0,0,1,2,1,2,0,354,2,0,0
,Blastomonas fulva,62,52,58,78,101,53,59,61,69,38,0,29,6,21
,Novosphingobium,56,59,51,65,116,78,70,73,83,26,44,28,35,25
,"environmental samples <a-proteobacteria,genus Novosphingobium>",0,0,0,0,0,0,0,0,0,0,48,0,0,0
,uncultured Novosphingobium sp.,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Novosphingobium aromaticivorans,57,54,62,65,101,70,55,58,65,7,0,16,5,37
,Novosphingobium capsulatum,0,0,0,0,0,0,0,0,0,0,45,0,0,0
,Novosphingobium ginsenosidimutans,39,32,26,42,95,50,51,49,50,12,0,11,6,20
,Novosphingobium pentaromativorans,23,29,17,25,42,24,22,16,30,10,44,18,0,18
,Novosphingobium resinovorum,86,92,98,92,117,97,170,79,101,24,19,20,19,38
,Novosphingobium tardaugens,29,30,32,34,66,38,44,32,26,9,80,8,0,8
,unclassified Novosphingobium,0,0,0,0,0,0,0,0,0,0,21,0,0,0
,Novosphingobium sp. KA1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Novosphingobium sp. P6W,64,45,52,71,92,54,70,76,75,7,0,27,13,31
,Novosphingobium sp. PP1Y,34,29,36,30,51,32,25,27,33,9,53,7,0,23
,Novosphingobium sp. THN1,46,56,32,67,91,75,61,66,57,17,21,30,7,27
,Parasphingorhabdus,0,0,0,0,0,0,0,0,0,0,37,0,0,0
,Parasphingorhabdus flavimaris,37,36,34,45,60,35,41,51,63,14,0,20,0,19
,Sphingobium,135,107,141,166,236,173,178,168,213,65,46,49,43,76
,"environmental samples <a-proteobacteria,genus Sphingobium>",0,0,0,0,0,0,0,0,0,0,135,0,0,0
,uncultured Sphingobium sp.,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Sphingobium amiense,27,32,39,61,76,52,56,47,56,13,0,12,14,28
,Sphingobium baderi,35,15,26,40,52,35,31,32,46,13,29,9,6,15
,Sphingobium chlorophenolicum,29,29,22,33,50,45,44,40,44,7,35,20,0,14
,Sphingobium cloacae,49,33,62,72,73,52,33,34,57,24,22,13,0,27
,Sphingobium fuliginis,8,11,8,17,18,9,5,10,13,0,30,6,0,9
,Sphingobium herbicidovorans,15,32,21,51,41,41,26,27,38,5,10,7,6,7
,Sphingobium indicum,9,8,15,15,5,10,7,6,17,0,24,5,0,0
,Sphingobium japonicum,9,14,12,14,16,10,7,0,8,0,0,0,0,0
,Sphingobium yanoikuyae,119,90,110,138,203,129,118,127,147,30,0,41,20,63
,unclassified Sphingobium,0,0,0,0,0,0,0,0,0,0,88,0,0,0
,Sphingobium sp. MI1205,23,26,13,29,49,25,22,32,33,7,0,5,0,14
,Sphingobium sp. SYK-6,84,83,75,80,109,107,80,94,137,35,29,45,7,36
,Sphingobium sp. TKS,45,37,31,46,78,56,40,47,63,17,59,20,15,21
,Sphingobium sp. YBL2,16,9,8,17,13,13,11,11,22,0,21,9,0,0
,Sphingomonas,356,281,335,403,526,388,311,369,499,121,8,154,99,216
,Sphingomonas elodea,0,0,0,0,6,0,0,0,0,0,322,0,0,0
,Sphingomonas hengshuiensis,92,79,82,101,136,95,68,89,102,39,0,28,18,34
,Sphingomonas indica,68,71,86,104,152,111,94,128,173,30,70,40,10,45
,Sphingomonas koreensis,72,64,63,85,90,81,69,73,106,17,77,23,10,30
,Sphingomonas melonis,7,5,0,0,8,0,10,7,0,0,66,0,0,0
,Sphingomonas panacis,107,77,86,102,181,95,88,95,130,22,5,31,15,40
,Sphingomonas paucimobilis,52,42,35,70,60,57,46,41,58,6,80,15,0,17
,Sphingomonas sanxanigenens,124,104,98,127,156,111,101,115,190,41,28,48,22,47
,Sphingomonas taxi,85,70,84,103,125,90,67,86,157,27,96,27,23,32
,Sphingomonas wittichii,82,67,55,61,100,45,52,39,72,21,62,18,0,23
,unclassified Sphingomonas,0,0,0,0,0,0,0,0,0,0,37,0,0,0
,Sphingomonas sp. AAP5,79,56,62,86,108,79,75,68,133,18,0,24,20,32
,Sphingomonas sp. Cra20,86,71,68,101,104,98,78,91,127,28,72,31,22,36
,Sphingomonas sp. IC081,73,55,56,81,130,79,75,63,87,27,65,22,6,30
,Sphingomonas sp. KC8,49,37,33,60,95,62,54,59,73,14,56,15,14,22
,Sphingomonas sp. LK11,43,33,49,54,81,40,38,43,61,16,44,10,0,30
,Sphingomonas sp. MM-1,72,86,84,118,124,101,76,101,136,35,32,44,6,31
,Sphingomonas sp. NX-3,0,0,0,0,0,0,0,0,5,0,79,0,0,0
,Sphingopyxis,86,74,72,107,153,105,160,117,162,51,0,47,46,39
,"environmental samples <a-proteobacteria,genus Sphingopyxis>",0,0,0,0,0,0,0,0,0,0,118,0,0,0
,uncultured Sphingopyxis sp.,53,51,48,74,84,59,61,52,85,6,0,16,8,24
,Sphingopyxis alaskensis,34,38,35,50,64,52,49,46,63,23,39,32,0,21
,Sphingopyxis fribergensis,48,36,54,51,69,51,116,46,56,13,41,11,0,24
,Sphingopyxis granuli,110,81,89,93,181,123,104,81,118,30,54,36,18,32
,Sphingopyxis macrogoltabida,105,79,77,109,142,103,103,98,130,29,72,33,9,49
,Sphingopyxis terrae,43,33,31,52,71,51,52,43,82,11,87,14,0,14
,unclassified Sphingopyxis,0,0,0,0,0,0,0,0,0,0,42,0,0,0
,Sphingopyxis sp. 113P3,44,30,26,70,72,57,38,55,70,10,0,18,13,29
,Sphingopyxis sp. QXT-31,52,51,67,79,84,69,64,51,73,30,36,21,11,27
,Sphingosinicella,0,3,1,0,0,0,0,0,0,0,49,0,0,0
,Sphingosinicella microcystinivorans,74,98,99,109,122,83,73,92,138,29,0,29,7,51
,Zymomonas,0,0,0,6,0,0,0,0,0,0,72,0,0,0
,Zymomonas mobilis,6,8,6,12,38,18,12,20,34,0,0,5,0,6
,unclassified Alphaproteobacteria,0,0,0,0,0,0,0,0,0,0,10,0,0,0
,Betaproteobacteria,3269,2858,2048,4655,13987,1653,878,2430,907,254,0,330,217,980
,Betaproteobacteria incertae sedis,9,3,5,14,6,13,10,14,7,6,6541,6,5,11
,Candidatus Accumulibacter,1,2,1,2,4,1,0,1,0,0,10,0,0,0
,Candidatus Accumulibacter phosphatis,468,368,294,375,542,199,109,153,204,40,0,61,23,103
,Candidatus Kinetoplastibacterium,0,5,0,0,10,12,15,14,11,7,270,5,0,0
,Candidatus Kinetoplastibacterium crithidii,0,0,0,0,0,5,0,0,0,0,0,0,0,0
,Candidatus Kinetoplastibacterium desouzaii,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Candidatus Kinetoplastibacterium galatii,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Candidatus Kinetoplastibacterium oncopeltii,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Candidatus Kinetoplastibacterium sorsogonicusi,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Candidatus Profftella,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Candidatus Profftella armatura,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Candidatus Tremblaya,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Candidatus Tremblaya princeps,0,0,0,0,22,0,5,0,0,0,0,0,0,0
,Burkholderiales,4423,3311,2914,4849,10542,1975,1290,6304,1351,376,0,483,319,1589
,Alcaligenaceae,301,231,187,328,558,156,139,219,131,39,5491,58,28,120
,Achromobacter,305,282,241,397,620,201,145,268,154,35,327,69,42,130
,Achromobacter denitrificans,158,142,128,199,219,92,80,100,106,23,297,30,11,47
,Achromobacter insolitus,88,74,62,127,151,62,52,61,66,16,122,17,5,26
,Achromobacter spanius,204,150,149,252,367,156,143,196,144,29,73,32,28,72
,Achromobacter xylosoxidans,297,248,211,343,488,200,172,214,183,42,197,63,32,111
,Advenella,0,1,8,3,5,5,2,1,2,5,230,0,0,6
,Advenella kashmirensis,23,17,8,27,30,22,20,29,10,0,1,6,0,0
,Advenella mimigardefordensis,17,16,7,23,34,8,8,18,0,0,20,6,0,0
,Alcaligenes,25,19,11,32,46,28,17,39,9,2,14,4,5,13
,Alcaligenes aquatilis,0,7,0,5,10,0,0,6,0,0,26,0,0,0
,Alcaligenes faecalis,53,35,30,51,109,52,33,76,29,11,0,12,7,27
,unclassified Alcaligenes,0,0,0,0,0,0,0,0,0,0,57,0,0,0
,Alcaligenes sp. O-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Basilea,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Basilea psittacipulmonis,0,0,0,0,0,0,0,5,0,0,0,0,0,0
,Bordetella,580,423,413,735,904,300,242,388,229,78,0,114,95,220
,Bordetella avium,37,29,20,44,81,35,42,49,45,10,562,7,0,5
,Bordetella bronchialis,144,118,115,204,207,92,66,105,80,27,35,32,17,50
,Bordetella bronchiseptica,66,59,50,66,94,44,47,58,40,14,112,12,7,36
,Bordetella flabilis,116,104,71,177,173,93,61,105,57,10,64,24,17,43
,Bordetella genomosp. 13,187,146,122,180,247,63,59,89,68,30,100,21,5,49
,Bordetella genomosp. 6,18,16,14,15,20,7,0,8,11,0,116,5,0,0
,Bordetella genomosp. 8,125,125,100,184,181,78,39,85,62,18,0,20,9,38
,Bordetella genomosp. 9,108,98,98,148,171,88,60,102,56,22,101,15,6,48
,Bordetella hinzii,160,127,122,211,305,116,107,168,101,42,93,58,17,78
,Bordetella holmesii,77,49,49,92,136,38,33,63,34,7,172,10,0,23
,Bordetella parapertussis,0,8,5,9,18,5,0,0,9,0,67,0,0,6
,Bordetella pertussis,58,68,32,63,117,23,21,42,18,10,0,14,0,20
,Bordetella petrii,95,86,65,145,161,63,57,96,61,22,57,36,20,44
,Bordetella pseudohinzii,86,76,80,139,197,53,53,84,74,18,93,23,7,44
,Bordetella trematum,68,49,49,101,135,60,50,82,33,10,97,10,5,28
,Castellaniella,0,1,0,0,0,0,0,0,0,0,62,0,0,0
,Castellaniella defragrans,163,163,119,243,266,114,81,95,67,19,0,21,0,52
,Kerstersia,0,0,0,0,0,0,0,0,0,0,135,0,0,0
,Kerstersia gyiorum,46,25,30,49,104,26,24,44,24,15,0,0,0,17
,Oligella,0,0,0,0,0,0,0,0,0,0,53,0,0,0
,Oligella urethralis,0,0,0,5,0,6,0,5,0,0,0,0,0,0
,Paenalcaligenes,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Paenalcaligenes hominis,0,0,0,0,5,5,0,5,0,0,0,0,0,0
,Pusillimonas,2,2,1,2,4,0,1,1,0,1,0,0,0,0
,unclassified Pusillimonas,0,0,0,0,0,0,0,0,0,0,2,0,0,0
,Pusillimonas sp. T7-7,30,27,18,30,69,17,19,38,7,7,0,0,0,15
,Taylorella,1,5,0,5,5,0,3,3,0,0,31,0,0,0
,Taylorella asinigenitalis,18,0,0,0,6,0,6,6,0,0,5,0,0,0
,Taylorella equigenitalis,0,0,0,0,6,0,0,0,0,0,0,0,0,0
,Burkholderiaceae,1467,1136,920,1501,2179,553,407,809,463,148,0,153,117,484
,Burkholderia,3389,2508,2086,2963,3573,1309,985,1276,1388,408,1348,483,445,974
,Burkholderia cepacia complex,952,764,681,876,1035,432,356,413,452,123,2169,154,130,291
,[Pseudomonas] mesoacidophila,51,39,46,56,38,23,20,19,23,0,574,0,0,12
,Burkholderia ambifaria,44,22,27,28,35,23,9,16,19,5,26,0,0,7
,Burkholderia cenocepacia,211,156,177,199,230,128,119,120,90,34,17,47,19,49
,Burkholderia cepacia,149,121,94,135,198,70,49,71,63,20,157,27,14,38
,Burkholderia contaminans,61,41,41,54,71,24,31,46,30,5,115,11,6,26
,Burkholderia diffusa,37,21,17,31,44,14,8,22,19,0,37,6,0,5
,Burkholderia lata,103,91,82,95,87,49,53,38,54,19,20,17,7,30
,Burkholderia latens,0,7,0,0,19,0,0,0,5,0,61,0,0,0
,Burkholderia metallica,32,28,20,30,43,13,9,18,20,5,17,8,0,10
,Burkholderia multivorans,211,179,152,212,217,106,81,86,111,26,27,50,16,61
,Burkholderia pseudomultivorans,22,16,6,19,19,11,13,8,10,5,119,0,0,11
,Burkholderia pyrrocinia,61,39,53,46,64,27,34,29,25,0,18,8,0,25
,Burkholderia seminalis,35,28,27,32,26,28,15,16,16,0,42,0,0,6
,Burkholderia stabilis,72,54,42,76,78,52,46,31,44,12,28,14,11,25
,Burkholderia stagnalis,82,71,59,69,95,59,28,36,54,0,46,19,8,38
,Burkholderia territorii,33,34,20,38,39,14,10,9,15,0,57,0,0,11
,Burkholderia ubonensis,130,101,81,91,90,64,42,46,37,10,30,26,5,38
,Burkholderia vietnamiensis,57,48,47,41,77,25,20,23,34,8,62,9,0,18
,Burkholderia gladioli,223,239,241,299,374,158,126,133,130,41,36,56,33,81
,Burkholderia glumae,90,77,60,114,134,57,36,65,68,10,199,7,14,29
,Burkholderia insecticola,138,121,83,140,105,75,55,68,74,19,64,25,13,36
,Burkholderia plantarii,146,144,133,152,142,82,61,79,66,15,80,20,13,43
,"environmental samples <b-proteobacteria,genus Burkholderia>",0,0,0,0,0,0,0,0,0,0,101,0,0,0
,uncultured Burkholderia sp.,0,0,0,0,5,0,0,0,0,0,0,0,0,0
,pseudomallei group,50,41,31,59,50,23,20,18,31,8,0,11,4,18
,Burkholderia oklahomensis,70,59,33,51,47,29,35,26,18,7,29,9,5,16
,Burkholderia pseudomallei,605,444,419,644,622,300,213,281,250,69,28,88,55,193
,Burkholderia sp. BDU6,36,20,14,37,27,36,22,23,32,8,405,9,0,5
,Burkholderia sp. BDU8,32,31,20,53,30,29,12,19,22,0,27,10,5,12
,Burkholderia thailandensis,249,169,172,196,237,110,87,84,101,24,11,41,35,53
,unclassified Burkholderia,0,0,0,0,0,0,0,0,0,0,140,0,0,0
,Burkholderia sp.,0,0,0,0,5,0,0,0,0,0,0,0,0,0
,Burkholderia sp. 2002721687,8,9,5,12,16,0,0,6,5,0,0,0,0,0
,Burkholderia sp. AD24,102,66,50,83,92,47,32,44,38,15,0,13,0,34
,Burkholderia sp. CCGE1001,20,27,12,28,22,13,5,7,17,0,55,0,0,0
,Burkholderia sp. CCGE1003,85,56,43,89,121,44,44,38,37,10,24,11,0,11
,Burkholderia sp. KBS0801,5,6,0,9,8,0,0,5,5,0,62,6,0,0
,Burkholderia sp. KJ006,0,6,0,0,0,0,0,0,0,0,0,0,0,0
,Burkholderia sp. RPE67,67,49,34,47,56,34,19,33,28,9,0,8,0,21
,Burkholderia sp. YI23,48,38,46,56,45,26,15,23,20,0,28,8,0,12
,Cupriavidus,691,596,546,678,1157,360,239,360,270,76,28,98,62,239
,Cupriavidus basilensis,151,132,135,182,372,96,74,128,72,30,597,28,9,41
,Cupriavidus malaysiensis,13,7,0,7,12,9,0,0,6,0,139,0,0,0
,Cupriavidus metallidurans,190,146,130,175,282,95,70,99,87,15,0,37,61,52
,Cupriavidus necator,373,260,266,342,458,181,138,358,172,54,154,71,36,106
,Cupriavidus oxalaticus,149,120,118,151,228,80,46,82,61,18,287,25,7,53
,Cupriavidus pauculus,202,161,128,173,287,90,90,109,76,20,97,32,14,72
,Cupriavidus pinatubonensis,128,121,100,120,193,80,66,72,87,12,137,23,9,46
,Cupriavidus taiwanensis,532,423,409,534,781,273,216,304,236,69,93,83,60,112
,unclassified Cupriavidus,0,0,0,0,0,0,0,0,0,0,389,0,0,0
,Cupriavidus sp. USMAA2-4,0,15,5,6,8,7,6,5,0,0,0,0,0,0
,Cupriavidus sp. USMAHM13,0,7,11,8,18,0,0,9,0,0,11,0,0,0
,Lautropia,0,0,1,0,1,0,0,0,0,0,7,0,0,0
,Lautropia mirabilis,101,88,84,143,194,77,53,55,54,54,0,19,11,58
,Mycetohabitans,0,0,0,0,0,0,0,0,0,0,92,0,0,0
,Paraburkholderia rhizoxinica,71,37,43,80,73,33,27,32,25,6,0,10,0,30
,Pandoraea,168,103,94,163,199,63,59,86,77,44,40,28,49,53
,Pandoraea apista,52,49,55,76,97,46,41,45,47,11,145,13,5,22
,Pandoraea faecigallinarum,86,44,52,75,110,46,26,57,47,10,64,13,0,31
,Pandoraea norimbergensis,90,59,55,81,106,39,38,57,32,6,52,16,0,29
,Pandoraea oxalativorans,48,56,35,53,69,24,33,24,29,6,63,7,5,15
,Pandoraea pnomenusa,138,107,78,172,182,94,63,81,58,23,40,17,0,31
,Pandoraea pulmonicola,110,75,66,108,154,44,47,39,60,9,97,20,0,35
,Pandoraea sputorum,57,47,35,50,88,34,16,31,32,0,94,11,0,7
,Pandoraea thiooxydans,142,90,86,140,257,71,65,67,59,20,39,17,6,39
,Pandoraea vervacti,71,57,55,73,100,56,34,36,42,0,104,16,0,14
,Paraburkholderia,0,0,0,0,0,0,0,0,0,0,71,0,0,0
,Paraburkholderia caledonica,127,100,78,92,77,36,27,45,51,15,0,16,6,24
,Paraburkholderia caribensis,148,112,95,136,176,98,73,93,86,20,38,20,21,35
,Paraburkholderia fungorum,105,94,80,87,109,43,49,48,41,15,103,22,26,26
,Paraburkholderia graminis,98,65,63,85,104,38,40,45,51,10,67,14,0,16
,Paraburkholderia hospita,140,101,110,110,89,40,32,66,54,19,70,16,8,36
,Paraburkholderia megapolitana,89,72,72,114,120,50,39,45,53,16,70,19,7,31
,Paraburkholderia phenoliruptrix,26,28,25,33,40,19,5,8,17,0,78,11,0,0
,Paraburkholderia phymatum,120,91,83,84,111,73,49,47,67,14,24,22,9,24
,Paraburkholderia phytofirmans,82,71,53,87,93,46,60,50,35,8,77,10,0,27
,Paraburkholderia sprentiae,132,98,81,87,102,48,41,42,34,12,49,11,0,33
,Paraburkholderia terrae,67,36,33,44,68,23,28,35,36,0,70,18,0,15
,Paraburkholderia terricola,115,93,66,114,128,46,30,45,57,14,36,14,13,20
,Paraburkholderia xenovorans,119,76,87,110,167,53,57,62,45,16,62,23,0,27
,unclassified Paraburkholderia,0,0,0,0,0,0,0,0,0,0,101,0,0,0
,Paraburkholderia sp. CCGE1002,124,98,103,92,105,48,47,46,52,19,0,16,0,31
,Paucimonas,0,0,0,0,0,0,0,0,0,0,71,0,0,0
,Paucimonas lemoignei,18,24,19,30,33,5,24,66,12,0,0,0,0,7
,Polynucleobacter,5,5,11,9,11,5,5,5,3,3,22,5,2,6
,Polynucleobacter acidiphobus,0,0,0,0,0,0,5,7,0,0,9,0,0,5
,Polynucleobacter asymbioticus,6,0,0,0,18,12,0,0,11,0,0,0,0,5
,Polynucleobacter difficilis,16,12,0,12,16,0,5,22,8,0,9,0,0,0
,Polynucleobacter necessarius,34,23,11,37,74,31,45,55,19,16,7,24,5,16
,Ralstonia,410,291,245,435,702,191,137,246,169,59,35,59,43,150
,"environmental samples <b-proteobacteria,genus Ralstonia>",0,0,0,0,0,0,0,0,0,0,375,0,0,0
,uncultured Ralstonia sp.,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Ralstonia insidiosa,101,73,54,116,153,55,34,73,43,6,0,22,9,37
,Ralstonia mannitolilytica,57,46,34,60,98,41,20,39,28,12,87,14,0,18
,Ralstonia pickettii,296,243,216,308,421,161,100,173,132,38,49,54,33,91
,Ralstonia pseudosolanacearum,0,0,0,0,12,0,0,0,0,0,219,0,0,0
,Ralstonia solanacearum,849,655,599,917,1663,509,362,521,313,123,0,199,168,306
,Ralstonia syzygii,20,14,13,15,30,13,0,5,9,0,834,5,0,0
,Burkholderiales genera incertae sedis,178,145,98,94,243,68,34,113,32,10,6,27,18,70
,[Polyangium] brachysporum,288,210,195,247,497,128,82,236,105,25,175,29,23,107
,Aquabacterium,2,4,1,2,2,1,0,2,3,0,256,0,0,1
,Aquabacterium olei,128,93,117,147,297,78,56,152,50,27,1,20,20,49
,Aquincola,0,0,0,0,0,0,0,0,0,0,144,0,0,0
,Aquincola tertiaricarbonis,0,0,6,0,23,5,5,0,7,0,0,0,0,0
,Inhella,0,0,0,0,0,0,0,0,0,0,5,0,0,0
,Inhella inkyongensis,98,65,74,101,204,65,43,128,28,12,0,12,10,34
,Leptothrix,1,0,1,4,1,1,0,1,0,0,111,0,0,0
,Leptothrix cholodnii,380,333,306,295,739,196,120,358,128,31,5,33,43,136
,Methylibium,9,11,7,12,10,3,4,8,2,0,356,1,0,5
,Methylibium petroleiphilum,385,303,226,289,535,175,97,260,139,32,7,42,31,212
,Rhizobacter,0,0,0,0,0,0,0,0,0,0,310,0,0,0
,Rhizobacter gummiphilus,379,347,318,338,453,168,119,224,146,40,0,57,34,124
,Roseateles,0,0,0,0,1,0,0,0,0,1,296,0,0,0
,Roseateles depolymerans,98,105,108,148,221,105,65,188,65,17,0,29,22,58
,Rubrivivax,1,0,0,0,0,0,0,0,0,0,138,0,0,0
,Rubrivivax gelatinosus,446,377,368,399,664,236,137,238,166,43,1,55,55,209
,Thiomonas,98,93,63,142,384,77,50,129,105,54,383,54,14,43
,Thiomonas arsenitoxydans,32,15,18,24,72,19,11,18,9,0,134,0,0,0
,Thiomonas delicata,0,0,0,0,14,0,0,0,0,0,32,0,0,0
,Thiomonas intermedia,111,93,85,146,316,88,55,136,71,30,0,30,9,36
,unclassified Thiomonas,0,0,0,0,0,0,0,0,0,0,206,0,0,0
,Thiomonas sp. CB2,18,24,20,21,117,15,14,15,5,0,0,0,0,7
,Xylophilus,0,0,0,0,0,0,0,0,0,0,31,0,0,0
,Xylophilus ampelinus,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Comamonadaceae,636,545,553,935,6263,503,406,6215,272,115,0,124,121,300
,Acidovorax,237,226,220,274,906,118,114,843,111,52,2341,53,48,107
,Acidovorax anthurii,0,0,0,0,5,0,0,0,0,0,473,0,0,0
,Acidovorax avenae,239,226,201,324,659,147,121,489,108,47,0,38,23,94
,Acidovorax carolinensis,108,98,82,136,771,102,80,644,46,9,289,19,21,44
,Acidovorax cattleyae,39,44,41,64,92,30,21,81,28,7,251,5,0,16
,Acidovorax citrulli,52,39,40,49,123,43,20,75,25,6,62,9,0,20
,Acidovorax ebreus,13,6,6,13,51,11,12,35,0,0,57,0,0,5
,unclassified Acidovorax,0,0,0,0,0,0,0,0,0,0,25,0,0,0
,Acidovorax sp. JS42,16,20,8,22,102,19,10,52,7,0,0,6,0,7
,Acidovorax sp. KKS102,76,62,58,92,500,59,51,471,30,15,23,22,87,40
,Alicycliphilus,0,2,0,0,1,0,0,0,0,0,198,0,0,0
,Alicycliphilus denitrificans,138,128,117,220,462,119,74,269,74,31,0,37,16,73
,Candidatus Symbiobacter,0,0,0,0,0,0,0,0,0,0,194,0,0,0
,Candidatus Symbiobacter mobilis,42,41,26,49,102,33,34,35,14,0,0,7,5,16
,Comamonas,66,44,40,68,267,34,33,248,44,28,44,16,21,36
,Comamonas aquatica,46,54,45,61,188,47,24,201,22,5,73,12,5,16
,Comamonas kerstersii,22,17,22,43,156,22,31,127,9,0,80,6,0,7
,Comamonas serinivorans,93,76,78,101,250,69,44,192,41,10,50,18,0,33
,Comamonas terrigena,42,36,38,53,175,55,22,243,25,0,122,10,0,10
,Comamonas testosteroni,46,42,30,63,167,45,40,147,20,6,74,12,6,18
,Comamonas thiooxydans,16,14,5,23,38,21,7,36,5,0,73,0,0,0
,unclassified Comamonas,0,0,0,0,0,0,0,0,0,0,22,0,0,0
,Comamonas sp.,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Curvibacter,1,0,0,0,0,1,0,1,0,0,0,0,0,0
,Curvibacter putative symbiont of Hydra magnipapillata,42,23,12,56,299,35,25,337,16,0,0,8,11,6
,Delftia,99,115,91,100,356,88,63,335,57,24,107,39,22,43
,Delftia acidovorans,27,23,21,40,100,20,23,61,15,0,178,8,6,8
,Delftia tsuruhatensis,25,27,27,34,112,32,22,108,15,5,49,0,6,12
,unclassified Delftia,0,0,0,0,0,0,0,0,0,0,54,0,0,0
,Delftia sp. Cs1-4,6,13,15,15,45,0,0,30,8,6,0,0,0,17
,Diaphorobacter,1,0,0,0,0,0,0,1,5,0,9,0,0,0
,Diaphorobacter polyhydroxybutyrativorans,10,12,12,13,56,14,5,34,0,0,1,0,0,0
,Hydrogenophaga,12,14,8,10,47,3,2,33,2,1,19,6,0,2
,"environmental samples <b-proteobacteria,genus Hydrogenophaga>",0,0,0,0,0,0,0,0,0,0,23,0,0,0
,uncultured Hydrogenophaga sp.,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Hydrogenophaga pseudoflava,170,162,165,207,766,153,91,545,81,31,0,32,32,83
,unclassified Hydrogenophaga,0,0,0,0,0,0,0,0,0,0,322,0,0,0
,Hydrogenophaga sp. PBC,194,193,175,226,656,121,88,448,93,28,0,30,20,106
,Hylemonella,0,0,0,0,0,0,0,0,0,0,292,0,0,0
,Hylemonella gracilis,96,81,77,113,511,79,49,660,44,9,0,13,6,35
,Limnohabitans,0,0,0,0,0,0,0,5,0,0,315,0,0,0
,Polaromonas,3,3,2,11,179,8,14,42,3,0,0,0,4,1
,Polaromonas naphthalenivorans,114,98,91,200,1300,112,190,644,58,17,17,19,18,48
,unclassified Polaromonas,0,0,0,0,0,0,0,0,0,0,300,0,0,0
,Polaromonas sp. JS666,216,168,152,341,1580,154,111,705,91,24,0,30,13,52
,Pseudacidovorax,0,0,0,0,0,0,0,0,0,0,298,0,0,0
,Pseudacidovorax intermedius,0,0,0,0,34,0,0,0,0,0,0,0,0,0
,Ramlibacter,0,0,0,0,0,0,0,0,0,0,8,0,0,0
