,,Depth (cm),,,
,Halothiobacillus neapolitanus,36,34,7,0
,Wenzhouxiangellaceae,0,0,0,0
,Wenzhouxiangella,0,0,0,0
,Wenzhouxiangella marina,75,48,40,20
,Woeseiaceae,0,0,0,0
,Woeseia,0,0,0,0
,Woeseia oceani,39,10,18,5
,Enterobacterales,0,0,0,0
,Budviciaceae,0,0,0,0
,Leminorella,0,0,0,0
,Leminorella richardii,0,0,0,0
,Pragia,0,0,0,0
,Pragia fontium,5,5,7,0
,Enterobacterales incertae sedis,0,0,0,0
,Plesiomonas,0,0,0,0
,Plesiomonas shigelloides,0,0,0,0
,Enterobacteriaceae,610,568,415,267
,Atlantibacter,0,0,0,0
,Atlantibacter hermannii,5,0,0,0
,Candidatus Ishikawaella,0,0,0,0
,Candidatus Ishikawaella capsulata,0,0,0,0
,Candidatus Riesia,0,0,0,0
,Candidatus Riesia pediculicola,0,0,0,0
,Candidatus Riesia pthiripubis,0,0,0,0
,Cedecea,5,5,10,0
,Cedecea lapagei,0,0,0,0
,Cedecea neteri,27,14,8,0
,Citrobacter,19,25,24,20
,Citrobacter amalonaticus,17,12,7,0
,Citrobacter farmeri,0,0,0,0
,Citrobacter freundii complex,21,22,23,7
,Citrobacter braakii,0,0,0,0
,Citrobacter freundii,13,9,7,0
,Citrobacter werkmanii,0,0,0,0
,Citrobacter koseri,11,7,0,0
,Citrobacter pasteurii,0,0,0,0
,Citrobacter rodentium,0,0,0,0
,Cronobacter,55,44,31,7
,Cronobacter condimenti,8,0,6,6
,Cronobacter dublinensis,10,0,0,0
,Cronobacter malonaticus,0,0,0,0
,Cronobacter muytjensii,5,7,0,5
,Cronobacter sakazakii,0,8,8,0
,Cronobacter turicensis,0,0,5,0
,Cronobacter universalis,0,0,0,0
,Enterobacter,47,30,21,16
,Enterobacter bugandensis,0,0,0,0
,Enterobacter cloacae complex,57,65,41,21
,Enterobacter asburiae,16,0,0,0
,Enterobacter cancerogenus,5,0,0,0
,Enterobacter cloacae,34,34,30,11
,Enterobacter hormaechei,15,0,17,0
,Enterobacter kobei,0,0,0,0
,Enterobacter ludwigii,6,6,5,0
,Enterobacter soli,6,0,5,0
,unclassified Enterobacter,0,0,0,0
,Enterobacter sp. 638,0,6,0,0
,Enterobacter sp. R4-368,0,0,0,0
,Enterobacteriaceae incertae sedis,6,0,0,4
,"ant, tsetse, mealybug, aphid, etc. endosymbionts",0,7,4,6
,ant endosymbionts,0,0,0,0
,Candidatus Blochmannia,0,0,0,0
,Candidatus Blochmannia floridanus,0,0,0,0
,Candidatus Blochmannia vafer,0,0,0,0
,aphid secondary symbionts,0,2,16,0
,Candidatus Hamiltonella,0,0,0,0
,Candidatus Hamiltonella defensa,0,6,14,0
,Candidatus Regiella,0,0,0,0
,Candidatus Regiella insecticola,0,0,0,0
,secondary endosymbiont of Cacopsylla myrthi,0,0,0,0
,secondary endosymbiont of Ctenarytaina eucalypti,0,0,0,0
,secondary endosymbiont of Heteropsylla cubana,0,0,0,0
,Candidatus Annandia,0,0,0,0
,Candidatus Annandia adelgestsuga,0,0,0,0
,Candidatus Gullanella,0,0,0,0
,Candidatus Gullanella endobia,0,0,0,0
,Candidatus Purcelliella,0,0,0,0
,Candidatus Purcelliella pentastirinorum,0,0,0,0
,Candidatus Tachikawaea,0,0,0,0
,Candidatus Tachikawaea gelatinosa,0,0,7,0
,lice endosymbionts,0,0,0,0
,endosymbiont of Columbicola elbeli,0,0,0,0
,Escherichia,34,35,22,16
,Escherichia albertii,5,0,6,0
,Escherichia coli,174,83,50,87
,Escherichia fergusonii,0,0,0,0
,Gibbsiella,1,0,0,0
,Gibbsiella quercinecans,21,19,14,0
,Klebsiella,104,86,62,42
,Klebsiella aerogenes,25,28,17,0
,Klebsiella michiganensis,0,0,0,0
,Klebsiella oxytoca,14,16,15,0
,Klebsiella pneumoniae,51,52,31,17
,Klebsiella quasipneumoniae,0,0,0,0
,Klebsiella variicola,0,0,0,0
,Kluyvera,9,6,5,5
,Kluyvera georgiana,5,0,0,0
,Kluyvera intermedia,0,0,0,0
,Kosakonia,21,15,15,5
,Kosakonia cowanii,13,7,5,0
,Kosakonia oryzae,0,0,0,0
,Kosakonia sacchari,0,0,0,0
,Leclercia,0,0,0,0
,Leclercia adecarboxylata,27,27,27,15
,Lelliottia,4,10,1,6
,Lelliottia amnigena,8,0,13,0
,Lelliottia nimipressuralis,0,0,0,0
,Pluralibacter,0,0,0,0
,[Enterobacter] lignolyticus,11,13,8,0
,Pluralibacter gergoviae,20,8,14,6
,Pseudescherichia,0,0,0,0
,Pseudescherichia vulneris,16,0,0,0
,Raoultella,15,13,17,8
,Raoultella electrica,0,6,0,0
,Raoultella ornithinolytica,0,0,0,0
,Raoultella planticola,0,0,0,0
,Raoultella terrigena,0,0,5,0
,Salmonella,3,2,5,2
,Salmonella bongori,0,0,0,0
,Salmonella enterica,62,57,41,18
,Shigella,0,0,4,0
,Shigella boydii,0,0,0,0
,Shigella dysenteriae,0,0,6,0
,Shimwellia,0,0,0,0
,Shimwellia blattae,0,0,5,0
,unclassified Enterobacteriaceae,11,14,10,12
,Enterobacteriaceae bacterium bta3-1,0,0,0,0
,Enterobacteriaceae bacterium strain FGI 57,0,0,0,0
,Plautia stali symbiont,5,5,5,0
,Erwiniaceae,0,0,0,0
,Buchnera,0,0,0,0
,Buchnera aphidicola,18,31,30,16
,Erwinia,29,15,16,13
,Erwinia amylovora,0,15,0,0
,Erwinia billingiae,11,60,145,6
,Erwinia gerundensis,5,6,12,0
,Erwinia persicina,0,5,18,0
,Erwinia tasmaniensis,0,0,0,0
,Erwinia tracheiphila,5,0,0,0
,unclassified Erwinia,0,0,0,0
,Erwinia sp. Ejp617,0,0,0,0
,Mixta,0,0,0,0
,Mixta gaviniae,6,0,0,0
,Pantoea,57,54,53,31
,Candidatus Pantoea carbekii,0,0,0,0
,Pantoea agglomerans group,0,0,0,0
,Pantoea agglomerans,0,16,7,0
,Pantoea ananatis,12,18,13,0
,Pantoea dispersa,5,0,0,0
,Pantoea rwandensis,5,0,0,0
,Pantoea stewartii,0,0,0,0
,Pantoea vagans,31,26,15,13
,unclassified Pantoea,0,0,0,0
,Pantoea sp. At-9b,0,10,0,0
,Pantoea sp. PSNIH1,9,0,0,7
,Tatumella,2,6,5,0
,Tatumella citrea,0,0,0,0
,Tatumella ptyseos,5,0,0,0
,Wigglesworthia,0,0,0,0
,Wigglesworthia glossinidia,0,0,0,0
,Hafniaceae,0,0,0,0
,Edwardsiella,36,49,42,14
,Edwardsiella hoshinae,6,0,0,0
,Edwardsiella ictaluri,7,0,0,0
,Edwardsiella tarda,8,16,0,5
,Hafnia,0,5,0,0
,Hafnia alvei,0,0,0,0
,Hafnia paralvei,0,0,0,0
,Obesumbacterium,0,0,0,0
,Obesumbacterium proteus,0,0,0,0
,Morganellaceae,0,0,0,0
,Arsenophonus,0,7,0,0
,Arsenophonus endosymbiont of Aleurodicus dispersus,0,0,0,0
,Arsenophonus nasoniae,0,0,0,0
,Candidatus Arsenophonus lipoptenae,0,0,0,5
,Morganella,0,0,0,0
,Morganella morganii,25,20,11,0
,Photorhabdus,6,5,10,0
,Photorhabdus asymbiotica,0,0,0,0
,Photorhabdus kayaii,0,0,0,0
,Photorhabdus laumondii,0,0,0,0
,Photorhabdus luminescens,0,0,0,0
,Photorhabdus temperata,0,0,0,0
,Photorhabdus thracensis,0,0,0,0
,Proteus,14,4,7,5
,Proteus hauseri,0,0,0,0
,Proteus mirabilis,0,5,7,0
,Proteus vulgaris,0,0,7,0
,Providencia,0,11,3,0
,Providencia alcalifaciens,0,0,0,0
,Providencia heimbachae,0,0,0,0
,Providencia rettgeri,0,6,5,0
,Providencia rustigianii,0,0,0,0
,Providencia stuartii,0,0,0,0
,Xenorhabdus,13,16,18,5
,Xenorhabdus bovienii,0,0,0,0
,Xenorhabdus doucetiae,6,0,0,0
,Xenorhabdus hominickii,0,0,0,0
,Xenorhabdus nematophila,0,0,0,0
,Xenorhabdus poinarii,0,0,0,5
,Xenorhabdus szentirmaii,0,0,0,0
,Pectobacteriaceae,0,0,0,0
,Brenneria,11,7,10,12
,Brenneria goodwinii,8,15,13,0
,Brenneria nigrifluens,14,25,0,0
,Brenneria rubrifaciens,0,0,0,0
,Dickeya,39,24,36,19
,Dickeya aquatica,0,0,0,0
,Dickeya chrysanthemi,6,0,0,0
,Dickeya dadantii,14,14,11,5
,Dickeya dianthicola,18,20,8,0
,Dickeya paradisiaca,17,0,0,0
,Dickeya solani,8,16,0,0
,Dickeya zeae,12,16,7,0
,unclassified Dickeya,0,0,0,0
,Dickeya sp. NCPPB 569,5,0,0,0
,Lonsdalea,0,0,0,0
,Lonsdalea britannica,6,5,5,0
,Lonsdalea quercina,0,0,0,0
,Pectobacterium,10,16,9,11
,Pectobacterium atrosepticum,0,0,0,0
,Pectobacterium brasiliense,0,0,5,0
,Pectobacterium carotovorum,34,6,26,5
,Pectobacterium odoriferum,0,0,0,0
,Pectobacterium wasabiae,0,0,0,0
,Sodalis,30,16,14,14
,Candidatus Sodalis pierantonius,0,0,0,0
,Sodalis glossinidius,0,0,6,0
,Sodalis praecaptivus,0,0,0,0
,Yersiniaceae,0,0,0,0
,Chania,0,0,0,0
,Chania multitudinisentens,0,0,0,0
,Rahnella,13,125,106,73
,Rahnella aquatilis,13,24,9,6
,Serratia,77,95,70,46
,Serratia ficaria,19,33,0,0
,Serratia fonticola,26,16,24,5
,Serratia grimesii,0,0,11,0
,Serratia liquefaciens,7,0,5,0
,Serratia marcescens,179,184,83,50
,Serratia odorifera,11,5,0,0
,Serratia plymuthica,19,18,6,0
,Serratia proteamaculans,0,0,0,0
,Serratia quinivorans,0,0,0,0
,Serratia rubidaea,39,34,16,11
,Serratia symbiotica,0,0,0,0
,unclassified Serratia,0,0,0,0
,Serratia sp. ATCC 39006,5,34,6,0
,Yersinia,51,39,37,22
,unclassified Yersinia,0,0,0,0
,Yersinia sp. KBS0713,0,0,0,0
,Yersinia aldovae,0,0,0,0
,Yersinia aleksiciae,0,0,0,0
,Yersinia enterocolitica,6,14,8,0
,Yersinia entomophaga,0,0,0,0
,Yersinia frederiksenii,0,5,0,0
,Yersinia intermedia,0,5,0,0
,Yersinia pseudotuberculosis complex,0,0,0,0
,Yersinia pestis,0,0,0,0
,Yersinia pseudotuberculosis,0,0,0,0
,Yersinia similis,0,0,0,0
,Yersinia rohdei,5,0,0,0
,Yersinia ruckeri,0,5,5,0
,"environmental samples <g-proteobacteria,class Gammaproteobacteria>",8,2,7,4
,uncultured Gammaproteobacteria bacterium,46,51,13,14
,Gammaproteobacteria incertae sedis,28,26,34,18
,Candidatus Baumannia,0,0,0,0
,Candidatus Baumannia cicadellinicola,0,0,6,0
,Candidatus Thioglobus,0,0,0,0
,Candidatus Thioglobus singularis,0,0,0,0
,Ignatzschineria,0,0,0,0
,Pseudohongiella,0,0,0,0
,Pseudohongiella spirulinae,9,0,5,6
,SAR86 cluster,0,0,0,0
,"environmental samples <g-proteobacteria,clade SAR86 cluster>",0,0,0,0
,Sedimenticola,0,0,0,0
,Sedimenticola thiotaurini,68,58,28,7
,sulfur-oxidizing symbionts,2,13,2,11
,Bathymodiolus marisindicus thioautotrophic gill symbiont,0,0,0,0
,Bathymodiolus thermophilus thioautotrophic gill symbiont,0,0,0,0
,Candidatus Endoriftia,0,0,0,0
,Candidatus Endoriftia persephone,18,8,6,0
,Candidatus Ruthia,0,0,0,0
,Candidatus Ruthia magnifica,0,0,0,0
,Candidatus Vesicomyosocius,0,0,0,0
,Candidatus Vesicomyosocius okutanii,0,0,0,0
,Thiolapillus,0,0,0,0
,Thiolapillus brandeum,52,55,19,6
,Legionellales,4,2,1,9
,Coxiellaceae,5,3,2,10
,Aquicella,5,4,8,14
,Aquicella lusitana,7,6,9,22
,Aquicella siphonis,15,11,15,18
,"environmental samples <g-proteobacteria,genus Aquicella>",0,0,0,0
,uncultured Aquicella sp.,0,0,0,0
,Coxiella,1,7,5,4
,Coxiella burnetii,15,8,20,9
,unclassified Coxiella (in: Bacteria),0,0,0,0
,Coxiella endosymbiont of Amblyomma americanum,0,0,0,0
,Rickettsiella,0,0,2,8
,Candidatus Rickettsiella viridis,0,5,5,6
,Legionellaceae,12,5,8,12
,Legionella,67,59,98,90
,Candidatus Legionella jeonii,0,0,0,0
,"environmental samples <g-proteobacteria,genus Legionella>",0,0,0,0
,uncultured Legionella sp.,0,0,0,0
,Legionella adelaidensis,5,0,0,0
,Legionella anisa,0,6,8,45
,Legionella cherrii,0,0,5,22
,Legionella donaldsonii,0,0,5,0
,Legionella fallonii,0,15,20,24
,Legionella geestiana,5,0,12,0
,Legionella hackeliae,0,0,8,15
,Legionella israelensis,0,0,5,6
,Legionella jordanis,0,0,5,0
,Legionella lansingensis,0,7,6,11
,Legionella oakridgensis,0,0,7,8
,Legionella pneumophila,15,35,63,84
,Legionella sainthelensi,0,0,9,18
,Legionella spiritensis,5,5,12,0
,Legionella waltersii,5,0,6,18
,Tatlockia,0,0,0,0
,Tatlockia micdadei,0,0,5,0
,Methylococcales,0,0,0,0
,Methylococcaceae,17,8,3,1
,"environmental samples <g-proteobacteria,family Methylococcaceae>",0,0,0,0
,uncultured Methylococcaceae bacterium,0,0,0,0
,Methylobacter,0,0,0,0
,Methylocaldum,0,1,0,0
,Methylocaldum marinum,91,74,38,20
,Methylococcus,0,0,0,0
,Methylococcus capsulatus,96,148,39,28
,Methylomicrobium,27,21,20,13
,Methylomicrobium alcaliphilum,23,12,0,0
,Methylomicrobium buryatense,44,17,19,0
,Methylomonas,20,31,11,17
,Methylomonas denitrificans,45,49,17,0
,Methylomonas koyamae,81,67,25,14
,Methylomonas methanica,48,55,23,7
,unclassified Methylomonas,0,0,0,0
,Methylomonas sp. LW13,55,28,17,0
,Methylothermaceae,0,0,0,0
,Methylothermaceae incertae sedis,0,0,0,0
,Methylomonas clara,25,35,0,7
,Nevskiales,0,0,0,0
,Sinobacteraceae,5,0,2,0
,"environmental samples <g-proteobacteria,family Sinobacteraceae>",0,0,0,0
,uncultured Sinobacteraceae bacterium,0,0,0,0
,Steroidobacteraceae,0,0,0,0
,Steroidobacter,0,0,0,1
,Steroidobacter denitrificans,83,33,54,17
,Oceanospirillales,13,5,10,6
,Alcanivoracaceae,4,4,0,6
,Alcanivorax,38,22,20,20
,Alcanivorax dieselolei,26,32,9,0
,Alcanivorax pacificus,47,57,20,10
,Alcanivorax xenomutans,29,36,16,0
,Endozoicomonadaceae,0,0,0,0
,Endozoicomonas,0,0,0,0
,Endozoicomonas montiporae,5,10,13,0
,Hahellaceae,0,0,0,1
,Hahella,5,8,11,8
,Hahella chejuensis,13,11,0,0
,unclassified Hahella,0,0,0,0
,Hahella sp. KA22,22,10,7,0
,Halomonadaceae,16,26,13,20
,Chromohalobacter,1,0,0,0
,Chromohalobacter salexigens,32,35,17,5
,Cobetia,0,0,0,0
,Cobetia marina,32,42,15,0
,Halomonas,103,102,70,66
,Halomonas alkaliphila,0,0,0,0
,Halomonas axialensis,10,0,0,0
,Halomonas beimenensis,56,58,38,29
,Halomonas chromatireducens,46,22,10,12
,Halomonas elongata,27,40,13,0
,Halomonas huangheensis,15,20,10,0
,Halomonas hydrothermalis,24,30,6,9
,Halomonas koreensis,0,0,0,0
,Halomonas olivaria,5,5,0,0
,Halomonas subglaciescola,24,30,10,0
,Halomonas sulfidaeris,14,0,0,0
,Halomonas titanicae,6,6,5,0
,Halomonas ventosae,5,8,6,0
,Halomonas venusta,0,0,0,0
,unclassified Halomonas,0,0,0,0
,Halomonas sp. GFAJ-1,0,0,0,0
,Halomonas sp. HG01,46,44,24,22
,Halomonas sp. KO116,0,16,15,0
,Halotalea,0,0,0,0
,Halotalea alkalilenta,48,29,32,17
,Kushneria,8,1,8,9
,Kushneria konosiri,13,7,7,0
,Kushneria marisflavi,22,7,0,8
,Zymobacter group,9,0,5,0
,Candidatus Carsonella,0,0,0,0
,Candidatus Carsonella ruddii,0,0,6,0
,Candidatus Evansia,0,0,0,0
,Candidatus Evansia muelleri,0,0,0,0
,Candidatus Portiera,0,0,0,0
,Candidatus Portiera aleyrodidarum,0,0,0,0
,Zymobacter,0,0,0,0
,Zymobacter palmae,5,0,13,0
,Kangiellaceae,0,0,0,0
,Kangiella,7,3,11,0
,Kangiella geojedonensis,0,0,8,0
,Kangiella koreensis,0,6,5,0
,Kangiella profundi,0,0,0,0
,Kangiella sediminilitoris,0,0,0,0
,Oceanospirillaceae,3,12,15,15
,Bacterioplanes,0,0,0,0
,Bacterioplanes sanyensis,16,7,5,0
,Marinobacterium,0,0,0,0
,Marinomonas,11,6,6,0
,Marinomonas mediterranea,0,0,0,0
,Marinomonas posidonica,5,0,0,0
,Marinomonas primoryensis,0,0,0,0
,unclassified Marinomonas,0,0,0,0
,Marinomonas sp. MWYL1,0,0,0,0
,Oleispira,0,0,0,0
,Oleispira antarctica,0,0,0,0
,Thalassolituus,0,0,0,0
,Thalassolituus oleivorans,10,7,0,0
,Oceanospirillales incertae sedis,1,0,0,0
,Oleiphilaceae,0,0,0,0
,Oleiphilus,0,0,0,0
,Oleiphilus messinensis,5,7,5,0
,Saccharospirillaceae,0,0,0,0
,Gynuella,0,0,0,0
,Gynuella sunshinyii,5,12,0,0
,Reinekea,0,0,0,0
,Reinekea forsetii,0,14,0,0
,Orbales,0,0,0,0
,Orbaceae,0,0,5,0
,Frischella,0,0,0,0
,Frischella perrara,0,0,0,0
,Gilliamella,0,0,0,0
,Gilliamella apicola,0,0,0,0
,Pasteurellales,0,0,0,0
,Pasteurellaceae,77,48,33,36
,Actinobacillus,23,19,10,9
,Actinobacillus delphinicola,0,0,0,0
,Actinobacillus equuli,0,0,0,0
,Actinobacillus indolicus,0,0,0,0
,Actinobacillus porcitonsillarum,0,0,0,0
,Actinobacillus succinogenes,0,0,0,0
,Actinobacillus suis,0,0,0,0
,Aggregatibacter,49,6,5,12
,Aggregatibacter actinomycetemcomitans,0,0,0,0
,Aggregatibacter aphrophilus,57,5,0,0
,Aggregatibacter segnis,85,0,0,0
,Avibacterium,0,5,0,0
,Avibacterium paragallinarum,0,0,0,0
,Avibacterium volantium,0,0,0,0
,Basfia,0,0,0,0
,[Mannheimia] succiniciproducens,0,0,0,0
,Bibersteinia,0,0,0,0
,Bibersteinia trehalosi,0,0,0,0
,Gallibacterium,0,0,0,0
,Gallibacterium anatis,0,0,0,0
,Glaesserella,0,0,0,0
,Glaesserella parasuis,0,0,6,0
,Haemophilus,95,10,13,12
,[Haemophilus] ducreyi,0,0,0,0
,Haemophilus haemolyticus,10,0,0,0
,Haemophilus influenzae,22,5,0,0
,Haemophilus parainfluenzae,549,6,0,0
,Haemophilus pittmaniae,5,0,0,0
,unclassified Haemophilus,0,0,0,0
,Haemophilus sp. oral taxon 036,0,0,0,0
,Histophilus,0,0,0,0
,Histophilus somni,107,144,97,12
,Mannheimia,5,9,6,0
,Mannheimia haemolytica,12,5,5,0
,Mannheimia varigena,0,0,0,0
,unclassified Mannheimia,0,0,0,0
,Mannheimia sp. USDA-ARS-USMARC-1261,0,0,0,0
,Pasteurella,7,2,3,0
,Pasteurella multocida,0,6,17,0
,Pasteurellaceae incertae sedis,0,0,6,0
,[Pasteurella] aerogenes-[Pasteurella] mairii-[Actinobacillus] rossii complex,0,0,0,0
,[Pasteurella] aerogenes,0,0,0,0
,Rodentibacter,0,0,0,0
,Rodentibacter pneumotropicus,0,0,0,0
,Pseudomonadales,15,20,9,4
,Moraxellaceae,8,5,1,8
,Acinetobacter,95,107,63,32
,Acinetobacter baylyi,0,5,0,0
,Acinetobacter bereziniae,0,5,0,0
,Acinetobacter calcoaceticus/baumannii complex,25,28,22,9
,Acinetobacter baumannii,21,25,8,11
,Acinetobacter calcoaceticus,0,0,0,0
,Acinetobacter nosocomialis,19,34,0,0
,Acinetobacter pittii,0,7,6,0
,Acinetobacter equi,0,0,0,0
,Acinetobacter guillouiae,5,0,0,0
,Acinetobacter haemolyticus,0,10,0,0
,Acinetobacter indicus,16,7,0,0
,Acinetobacter johnsonii,75,83,0,17
,Acinetobacter junii,45,25,0,22
,Acinetobacter lwoffii,72,18,0,5
,Acinetobacter oleivorans,0,0,0,0
,Acinetobacter radioresistens,0,0,0,0
,Acinetobacter schindleri,0,14,0,0
,Acinetobacter soli,0,10,0,0
,Acinetobacter tandoii,0,6,0,0
,Acinetobacter ursingii,0,9,0,0
,"environmental samples <g-proteobacteria,genus Acinetobacter>",0,0,0,0
,uncultured Acinetobacter sp.,0,0,0,0
,unclassified Acinetobacter,0,0,0,0
,Acinetobacter sp. NCu2D-2,0,0,0,0
,Acinetobacter sp. TGL-Y2,0,7,0,0
,Moraxella,9,9,12,3
,Moraxella bovis,0,0,0,0
,Moraxella bovoculi,0,0,0,0
,Moraxella catarrhalis,0,0,0,0
,Moraxella cuniculi,0,0,0,0
,Moraxella osloensis,236,197,11,42
,Psychrobacter,11,13,23,0
,Psychrobacter alimentarius,0,0,0,0
,Psychrobacter arcticus,0,0,0,0
,Psychrobacter cryohalolentis,0,0,0,0
,Psychrobacter urativorans,0,0,0,0
,unclassified Psychrobacter,0,0,0,0
,Psychrobacter sp. DAB_AL43B,0,0,0,0
,Psychrobacter sp. G,0,0,0,0
,Psychrobacter sp. PRwf-1,0,0,5,0
,Pseudomonadaceae,120,182,35,24
,Azotobacter group,0,0,0,0
,Azotobacter,21,25,7,11
,Azotobacter chroococcum,75,61,31,23
,Azotobacter vinelandii,41,57,19,6
,Pseudomonas,2200,17216,2075,948
,Candidatus Pseudomonas adelgestsugas,0,0,0,0
,Pseudomonas aeruginosa group,28,30,13,26
,Pseudomonas aeruginosa,424,594,232,103
,Pseudomonas alcaligenes,45,48,13,9
,Pseudomonas citronellolis,72,94,24,29
,Pseudomonas mendocina,108,112,56,46
,Pseudomonas oleovorans/pseudoalcaligenes group,6,4,4,0
,Pseudomonas furukawaii,48,70,25,16
,Pseudomonas resinovorans,54,50,11,5
,Pseudomonas agarici,16,31,13,0
,Pseudomonas alcaliphila,17,15,0,5
,Pseudomonas alkylphenolica,11,26,13,0
,Pseudomonas antarctica,25,182,7,0
,Pseudomonas arsenicoxydans,24,36,42,14
,Pseudomonas asplenii,0,14,0,0
,Pseudomonas brassicacearum,23,72,24,6
,Pseudomonas cerasi,0,0,0,0
,Pseudomonas chlororaphis group,4,5,8,14
,Pseudomonas chlororaphis,173,517,129,91
,Pseudomonas fragi,19,31,12,0
,Pseudomonas taetrolens,5,17,0,5
,Psychrobacter sp. FME2,20,15,6,0
,Pseudomonas cremoricolorata,22,27,0,0
,Pseudomonas entomophila,39,48,25,16
,Pseudomonas extremaustralis,13,186,8,0
,Pseudomonas fluorescens group,108,2794,116,95
,Pseudomonas azotoformans,32,648,24,8
,Pseudomonas brenneri,0,192,0,5
,Pseudomonas cedrina,7,160,0,5
,Pseudomonas corrugata,22,29,6,0
,Pseudomonas extremorientalis,0,82,0,0
,Pseudomonas fluorescens,182,1033,197,149
,Pseudomonas libanensis,5,92,0,0
,Pseudomonas mandelii,16,36,54,15
,Pseudomonas mediterranea,5,26,0,0
,Pseudomonas migulae,0,0,0,0
,Pseudomonas mucidolens,5,44,5,0
,Pseudomonas orientalis,21,307,20,11
,Pseudomonas poae,19,236,10,0
,Pseudomonas protegens,43,56,26,18
,Pseudomonas rhodesiae,11,150,0,6
,Pseudomonas synxantha,27,215,20,0
,Pseudomonas tolaasii,23,93,0,0
,Pseudomonas trivialis,16,213,17,25
,Pseudomonas veronii,19,277,25,14
,Pseudomonas frederiksbergensis,32,84,40,20
,Pseudomonas granadensis,8,22,8,0
,Pseudomonas guangdongensis,49,51,0,7
,Pseudomonas knackmussii,54,58,27,17
,Pseudomonas koreensis,32,43,26,10
,Pseudomonas lini,29,29,23,6
,Pseudomonas litoralis,23,21,14,0
,Pseudomonas lurida,8,123,12,0
,Pseudomonas moraviensis,0,10,0,0
,Pseudomonas oryzae,65,79,22,22
,Pseudomonas palleroniana,12,111,0,0
,Pseudomonas parafulva,18,31,13,0
,Pseudomonas pertucinogena group,0,0,0,0
,Pseudomonas denitrificans (nom. rej.),0,0,0,0
,Pseudomonas pohangensis,35,45,5,8
,Pseudomonas prosekii,17,33,14,8
,Pseudomonas psychrophila,0,14,0,5
,Pseudomonas psychrotolerans,50,57,21,18
,Pseudomonas putida group,58,108,39,29
,Pseudomonas fulva,30,55,24,18
,Pseudomonas monteilii,45,74,18,12
,Pseudomonas mosselii,0,0,0,0
,Pseudomonas oryzihabitans,55,57,34,11
,Pseudomonas plecoglossicida,19,21,9,0
,Pseudomonas putida,203,274,133,64
,Pseudomonas reinekei,7,74,72,17
,Pseudomonas rhizosphaerae,28,23,18,0
,Pseudomonas sabulinigri,25,21,6,0
,Pseudomonas salegens,25,31,7,0
,Pseudomonas saudimassiliensis,37,36,18,0
,Pseudomonas sihuiensis,13,11,0,0
,Pseudomonas simiae,6,107,0,0
,Pseudomonas soli,15,7,0,0
,Pseudomonas stutzeri group,16,14,12,8
,Pseudomonas balearica,34,50,15,6
,Pseudomonas stutzeri subgroup,0,0,0,0
,Pseudomonas stutzeri,311,369,137,88
,Pseudomonas xanthomarina,31,27,5,0
,Pseudomonas syringae group,85,147,81,35
,Pseudomonas cichorii,17,27,0,0
,Pseudomonas fuscovaginae,0,18,0,0
,Pseudomonas sp. Lz4W,0,0,0,0
,Pseudomonas syringae group genomosp. 1,0,0,0,0
,Pseudomonas syringae,63,273,109,30
,Pseudomonas syringae group genomosp. 2,0,10,0,0
,Pseudomonas amygdali,0,5,0,0
,Pseudomonas savastanoi,0,0,0,0
,Pseudomonas viridiflava,43,49,24,16
,Pseudomonas thermocarboxydovorans,0,0,0,0
,Pseudomonas thivervalensis,9,30,7,0
,Pseudomonas umsongensis,17,31,51,0
,Pseudomonas vancouverensis,9,42,19,0
,Pseudomonas xinjiangensis,45,35,15,0
,Pseudomonas yamanorum,74,111,7,18
,unclassified Pseudomonas,0,0,0,0
,Pseudomonas sp.,0,0,0,0
,Pseudomonas sp. ATCC 13867,47,48,15,18
,Pseudomonas sp. ATCC 43928,0,12,5,0
,Pseudomonas sp. B10,0,15,0,11
,Pseudomonas sp. CMR12a,19,28,5,0
,Pseudomonas sp. CMR5c,13,24,0,6
,Pseudomonas sp. DR 5-09,0,8,0,0
,Pseudomonas sp. FGI182,0,0,0,0
,Pseudomonas sp. JY-Q,0,0,0,0
,Pseudomonas sp. K-62,0,0,0,0
,Pseudomonas sp. LAB-08,17,31,24,10
,Pseudomonas sp. MRSN12121,0,0,0,0
,Pseudomonas sp. MT-1,0,0,0,0
,Pseudomonas sp. phDV1,0,0,0,0
,Pseudomonas sp. R3-18-08,0,5,0,0
,Pseudomonas sp. R3-52-08,0,6,0,0
,Pseudomonas sp. R4-35-07,0,5,0,0
,Pseudomonas sp. R5-89-07,0,64,0,0
,Pseudomonas sp. StFLB209,15,43,5,5
,Pseudomonas sp. TKP,0,27,0,0
,Pseudomonas sp. URMO17WK12:I11,0,18,24,7
,Pseudomonas sp. UW4,0,19,0,5
,Pseudomonas sp. VLB120,12,0,6,0
,Thiotrichales,0,3,1,3
,Fastidiosibacteraceae,0,0,0,0
,Caedibacter,0,0,2,0
,Francisellaceae,0,2,2,1
,Allofrancisella,0,0,0,0
,Allofrancisella guangzhouensis,0,0,0,0
,Francisella,18,13,27,23
,Francisella frigiditurris,0,0,0,0
,Francisella halioticida,0,0,0,0
,Francisella hispaniensis,0,0,0,0
,Francisella noatunensis,0,0,0,0
